# minor-ward-of-still-waters · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: 197890ea2cfde61af3bd61249dd48a901e3e1e3585a461aa576eb0fa562368f1
# title: 静水の護り
# nav_label: 静水の護り
# description: 心を探る魔法を池の静かな水へとそらす護り、小アルカナム（Ward of Still Waters）。
PAGE	514
H3	澄んだ天然の池
P	丘の高みで、雪解け水の流れが岩間の深い池を満たし、さらに流れていく。池の底には大きな磁鉄鉱の鉱床がある。錆びた古い刃（多くは巨人の寸法）が磁鉄鉱に張りついているのが見える。
P	ここには魔法がある。その秘密を解き明かすには、次のどちらかだ……
C	……1週間ほど池で試行錯誤し、それから+INTでロールする。<b>10+なら</b>、仕組みを突き止める。<b>7〜9なら</b>、うまくいかない。<b>6-なら</b>、危険に邪魔される。あるいは……
C	……池の力が使われるところを直接見た者の話を聞く。
P	表 14 裏 最初は13
H3	静水の護り
P	負荷：◇◇◇◇◇◇◇
P	<b><i>鉄か鋼で自らを傷つけ、血のついた金属を</i></b><b><i>池に投げ込む</i></b>とき、あなたは水と絆を結ぶ。池の水の小瓶を身につけている限り、あなたは静水の護りに守られる。
P	そのように守られていて、<b><i>あなたの思考、行動、感情を</i></b><b><i>感知したり影響を与えたりしようとする</i></b><b><i>魔法を受けた</i></b>とき、その魔法は代わりに池の静かな水を対象とする——魔法の源を混乱させるかもしれない。
P	静水の護りがあなたを守るたびに、負荷を1マークし、1d6をロールする。出目が現在の負荷より小さければ、あなたが携える水はその効力を失う。<b><i>池に戻り、</i></b><b><i>絆を新たにした</i></b>とき、負荷をすべて消す。
