# minor-unliving-chimera · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: 0ee8ebf89a532ca42c4593e9ba1456cd185ac3dbb0223592faddbf06bdb681eb
# title: 生なきキメラ
# nav_label: 生なきキメラ
# description: 獣の骨から生なきキメラを煮出す錆びた大釜、小アルカナム（Unliving Chimera）。
PAGE	524
H3	錆びた大釜
P	<i>動かせない、魔法</i>
P	大人がもぐり込めるほど大きく、へこみと傷だらけで、渦巻くルーンのような模様が彫られている。全体が錆にまみれている。少なくとも、錆であってほしいとあなたは願う。
P	この代物は不吉な気配を漂わせ、あなたはその力を感じ取れる。大釜の神秘を解き明かすには、あなたは……
C	……大釜から錆を徹底的にこすり落とさねばならない。
C	……大釜の中で七晩眠り、穢れた夢を見て、そのたびに衰えを1つマークせねばならない。
C	……あなたが心から愛した、あるいは大切にしていた獣の骨を煮て、あなた自身の新鮮な血をいくらか混ぜねばならない。
C	……そこから現れるおぞましいものを支配下に置かねばならない。
H3	生なきキメラ
P	<b><i>大釜で獣の骨を煮て、</i></b><b><i>あなた自身の新鮮な血を混ぜ入れた、</i></b>とき、衰えを3つまでマークする。生なきキメラが大釜から立ち上がる。これを従者として扱い、骨を使った獣ごとにタグを1つ与える（<i>熊のような</i>、<i>フクロウのような</i>など）。
P	マークした衰え1つにつき、1つ選ぶ：
B	安定している（そうでなければ、1日で崩れ落ちる）
B	<i>不器用</i>ではない
B	本能を「光を避ける」に置き換える
ICON	icons/undead.svg
H3	生なきキメラ
P	<i>不死、構造体、恐怖、不器用</i>
P	<b>HP</b> 3；<b>アーマー</b> 4（青銅に対しては0）
P	<b>ダメージ</b> さまざま d6（<i>至近</i>、他もありうる）
P	<b>本能</b> 混乱して暴れ出す
P	• 構成する獣のいずれかができることをする
P	• 惨めに、不穏に呻く
P	<b>代価</b> 大量の新鮮な血（忠誠 ◇◇◇ ）
