# minor-make-pliant-the-stone · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: ac4fc700bfc59b84c1f1deba10f5ade21b8f93ac98e32c02d6ebc96a20322ed2
# title: 石を柔らかに
# nav_label: 石を柔らかに
# description: 石や水晶を柔らかくする造り手のガラスの鐘、小アルカナム（Make Pliant the Stone）。
PAGE	525
H3	造り手のガラスの鐘
P	◇◇<b>、</b><i>破壊不能</i><b>、</b><i>魔法</i><b>、</b><i>騒々しい</i><b>、</b><i>危険</i>
P	長さ約4フィート、幅3インチの円筒で、ガラスは驚くほど薄い。軽く叩くと豊かで朗々とした音で鳴る。強く叩くと、その音はほとんど耳をつんざくほどで、近くの石、水晶、普通のガラスの表面に波打つ模様を浮かび上がらせる。
P	その秘密を解き明かせれば、この鐘は強力な道具となる。そのためには……
C	……しっかりと握り、強烈な一撃を加え、+CONでロールする。<b>10+なら</b>、会得した。<b>7〜9なら</b>、衰えを1つマークし、もう一度試さねばならない。<b>6-なら</b>、何がひどくまずいことになったかをGMに尋ねる。
C	……1週間ほどかけて、鳴り響く鐘を制御することを学ばねばならない。
C	……練習の間、聴覚を永久に損ない、近くのあらゆるものに大きな損害を与える危険を冒す。
H3	石を柔らかに
P	<b><i>鐘を力強く叩き、しっかりと</i></b><b><i>握り続けるよう念じる</i></b>とき、衰えを1つマークして+CONでロールする。
P	<b>10+なら</b>、あなたは制御を保ち、鐘は約1分間鳴り続ける。鳴っている間、鐘で触れた石、水晶、ガラスはすべて柔らかく可塑的になり、たやすく形を変え成形できる。接触が長いほど、より多くの素材が柔らかくなる。鳴り止むと硬さを取り戻すが、その時点の形を保つ。
P	<b>7〜9なら</b>、1つ選ぶ：
B	10+のとおりに制御を保つが、全身全霊を注がねばならない——衰えをもう1つマークする
B	制御できないと悟り、害をもたらす前に鐘の音を止める（どうやってかを言う）
P	36
