# minor-opening-the-way · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: 27eb42b8ac31eb1208c4715f84daab1e345c0984da62fa44a675b5e875b63881
# title: 道を開く
# nav_label: 道を開く
# description: 門と門をつなぐ呪文を記した古い書簡、小アルカナム（Opening the Way）。
PAGE	517
H3	年月に擦り切れた書簡
P	<i>壊れやすい</i>
P	色褪せ、穴の空いたパピルスに書かれた手紙で、古い形の南方語で綴られている。「ボアス」に「最寄りの門」を通って訪ねてくるよう招くもので、手順と、秘術の印章の円が添えられている。「着いたらカルクスを訪ねよ」。
P	これらの門の神秘を解き明かすには、あなたは……
C	……古い方言を翻訳せねばならない。
C	……（書簡に描かれたもの以外の）門を見つけねばならない。
C	……「局所的伝染の公理を発動する」方法を突き止めねばならない。
C	……辰砂の粉の袋◇（使用1d4+8、価値2）を手に入れねばならない。
C	……初めて呪文を唱えてみて、唱え損なう危険を冒さねばならない。
H3	道を開く
P	◇ 辰砂の粉の袋（◇◇◇◇◇◇◇◇◇◇◇◇ 使用、価値2）
P	<b><i>辰砂の粉のインクを使って、</i></b><b><i>ある門の印章を別の門の永続的な印章の内側に注意深くなぞり、</i></b><b><i>それから局所的伝染の公理を</i></b><b><i>発動する</i></b>とき、門と門の間に通路が開き、あなたがその場を離れるか公理を解くまで開いたままとなる。その後、あなたが描いた印章は消える。門を通る移動はたいてい安全で、一瞬である。
P	<b><i>ある門の前に立ち、別の門の</i></b><b><i>印章を心の中に完璧に思い描く</i></b>とき、衰えを1つマークして、その印章を光り輝く線として出現させる。<b><i>それから局所的伝染の公理を</i></b><b><i>発動する</i></b>とき、+INTでロールする。<b>10+なら</b>、門は開くが、あなたの集中が揺らいだとたんに閉じる。<b>7〜9なら</b>、10+と同様だが、衰えをもう1つマークした場合に限る。<b>6-なら</b>、衰えを1つマークし、負担のあまり気を失う。
P	20
