# minor-searing-touch · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: 6ff10a7fbd24388b2cf3da9b2247407f4468aa76763f25ba3405a85dc02c0869
# title: 灼熱の手
# nav_label: 灼熱の手
# description: 魂に炎のルーンを焼き付けるルーンの焼き印、小アルカナム（Searing Touch）。
PAGE	534
H3	ルーンの焼き印
P	◇、<i>魔法</i>
P	どこかの鍛冶の君（Forge Lord）の工房で、万力に挟まれたまま見つかった。先端はルーンの形をしており、
P	15センチ四方で、表面には小さなルーンが刻まれている。少なくとも、表面の大部分には。数センチは空白のままで、作業が明らかに未完成である。
P	この焼き印の神秘を解き明かし、その力を我がものとするには、あなたは……
C	……ルーンの意味を解読し、欠けているものを突き止めねばならない。
C	……刻印を仕上げねばならない。次の段階を失敗させる誤りを犯す危険を冒して。
C	……焼き印を真っ赤に熱し、自らに焼き印を押させねばならない（HPを3d6失う）。ルーンは焼き印から薄れ、あなたの魂に焼き付く。
C	……いかなる魔法の助けも借りずに、傷が癒えて傷跡となるのを待たねばならない。
H3	灼熱の手
P	<b><i>魂から炎を呼び起こし、</i></b><b><i>それを両手に注ぎ込む</i></b>とき、+CONでロールする。<b>7+なら</b>、両手は白熱した鉄のように燃え上がる（下記参照）。<b>ただし</b><b>10+なら</b>、まず1つ選ぶ。<b>7〜9なら</b>、まず2つ選ぶ：
B	数分間の激しい集中を要する
B	生命力を燃やす。HPを2d4失う
B	苦痛が凄まじい。衰えを1つマークする
P	<b>6-なら</b>、GMが他に何を言おうと、静養するまで再びこれを行うことはできない。
P	<b><i>両手が燃え上がっている</i></b>間、あなたの接触は1d10ダメージ（<i>至近</i>、<i>凄惨</i>、<i>危険</i>、貫通1）を与え、木に火をつけ、水を沸かし、金属を熱する。両手は熱で傷つかないが、装備や体の他の部分にはそうした守りはない。
P	気をつけること。
P	両手は、あなたが集中を保つ限り、1分か、せいぜい2分ほど燃え続ける。
