# minor-bittersweet-elixir · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: 60519a0c208ea62461d8f088dc2ea8dc1c8d169feb96dfee0aa0940b25c62025
# title: ほろ苦い霊薬
# nav_label: ほろ苦い霊薬
# description: ストーントップの小アルカナム「ほろ苦い霊薬」（Bittersweet Elixir）。自らの歳月を注ぎ、癒しの霊薬に変える紅杉の鉢。
PAGE	537
H3	紅杉の鉢
P	◇◇、<i>魔法、美しい</i>
P	花と棘のある蔓が彫られた、広く浅い鉢。蔓は鹿や他の獣の頭骨の間を縫うように絡み合っている。見ていないときに模様は移ろい、二度とまったく同じになることはない。
P	鉢の神秘を解き明かすには、あなたは……
C	……内に宿る生命と活力の精霊と親しくならなければならない。
C	……自らの人生の歳月を鉢に注ぐ方法を、フェイ（the Fae）から学ばなければならない。
C	……自らの人生の数年分で鉢を満たさなければならない。
P	<b><i>最後の条件に印をつけ、</i></b><b><i>このアルカナムを解き明かした</i></b>とき、裏面にあなたの現在の年齢に印をつける。それからムーブ「ほろ苦い霊薬」を発動する。
H3	ほろ苦い霊薬
P	◇ 若年、◇ 壮年、◇ 老年
P	<b><i>自らの人生の数年分で</i></b><b><i>鉢を満たす</i></b>とき、それは蜜と悔恨の飲み物になる。
P	失われた歳月が追いついてくるにつれ、上の次の年齢に印をつける（そして外見を更新する）か、以下のいずれかに印をつける（あなたが選ぶ）：
C	気分が劇的に変わる（どのように？）
C	最後の扉（the Last Door）を見る（それはどのようなものか？）
C	STR、DEX、CONのいずれかを1下げる
C	余命は1年に満たない
P	誰かが<b><i>ほろ苦い霊薬を鉢から直接すべて飲み干した</i></b>とき、その者は1つ選ぶ：
B	HPをすべて回復し、衰弱をすべて消し、厄介な傷をすべて癒す
B	あらゆる毒・病を体から除く
B	恒久的な負傷から、次の季節の終わりまでに、あるいはもっと早く、完全に回復する
