# minor-the-flesh-is-like-clay · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: a646473d865f407fe74be39aeab2c295a62736990923692ba512f7e0749d871f
# title: 肉は粘土のごとく
# nav_label: 肉は粘土のごとく
# description: 下なるものの穢れが残る不気味な洞窟、小アルカナム（The Flesh Is Like Clay）。
PAGE	528
H3	不気味な洞窟
P	どこかに洞窟がある——光が決して射さないどこかに——その壁はうねる岩の造形で、ぬめって濡れ、もはや光らない赤い水晶の鉱脈がきらめいている。揺らめく松明の明かりの中で、岩が波打つ。そうだ、そうに違いない……光の加減だ、それだけのことだ。
P	洞窟には下なるもの（Thing Below）の穢れが残っているが、その力からは切り離されている。その秘密を解き明かすには、あなたは……
C	……かつてこの場所を堕落させた下なるものの名を知らねばならない。
C	……魂を試す悪夢や幻覚にもかかわらず、少なくともまる一日、完全な暗闇の中でここにとどまらねばならない。
C	……まだ生きている温血の存在を洞窟に連れてきて、かつてこの穢れた場所に触れた下なるものの名を唱えながら、その命の血を岩に注がねばならない。
H3	肉は粘土のごとく
P	<b><i>洞窟の中で、温血の存在を</i></b><b><i>残酷に殺し、</i></b>（あなたと同じくらいの大きさのもの）、そして<b><i>その血とあなたの血の両方を岩に塗りつけた、</i></b>とき、1つマークする：
C	邪悪な強靭さを得る：最大HPを2増やし、青銅以外のあらゆるものに対してアーマー+1を得る。
C	犠牲者の肉体的特徴を1つ得る（その力、速さ、容姿、強い心臓など）。
C	永続的な負傷を癒す（手足を再生する、傷跡を消す、悪い膝を治すなど）。
P	<b><i>この力を使うたびに</i></b>、3つの衰えすべてをマークする。使うたびに、赤い水晶の一部が洞窟から消える。3度目の使用の後、水晶と洞窟の力は失われる。
