# minor-fear-of-the-flame · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: e0036e18eab23510943f7e73c7b546369103b85f2ec11ba048a03f9b327a176e
# title: 炎への恐れ
# nav_label: 炎への恐れ
# description: 炎への原初の恐れを呼び起こす織物の敷物、小アルカナム（Fear of the Flame）。
PAGE	512
H3	豪華に織られた敷物
P	◇◇、<i>魔法</i>
P	広げるとおよそ1.2メートル×2メートル。炎と火焔の様式化された文様が織り込まれている。織り目の中に揺らめく造り手のルーンが見えるが、いつも焦点が合わず、ただ力の気配だけを漂わせている。
P	この敷物の秘密を解き明かすことはできる。だがまず、あなたは……
C	……火に印を刻まれ、焼かれる恐慌か苦痛に我を失わねばならない。
C	……そして、敷物の上で数週間瞑想し、今やはっきりと見えるルーンを研究せねばならない。
C	……恐ろしい炎に自らを焼かせ、叫び声を上げるのを拒み、恐れを克服せねばならない。
H3	炎への恐れ
P	熱：◇◇◇◇◇◇
P	<b><i>1時間ほど敷物の上で過ごし、あらゆる自然のものが抱く炎への恐れについて</i></b><b><i>瞑想した</i></b>とき、あなたは恐怖をホールドし、熱を1マークする。
P	◇ <b>恐怖</b>：<b><i>ホールドしている恐怖を</i></b><b><i>解き放つ</i></b>とき、あなたが効果を解くまで、あなたを見る者はみな、原初の炎を恐れるようにあなたを恐れる。
P	<b><i>効果を解いた</i></b>とき、1d6をロールする。出目があなたの熱より小さければ、熱をすべて消し、あなたは炎とのつながりを示す永続的な印を苦痛とともに発現させる：水ぶくれの傷跡、赤みを帯びた肌、光る目、硫黄の臭いなど。
P	<b><i>恐怖を解き放たないまま</i></b><b><i>ひと季節が過ぎた</i></b>とき、熱を1減らす。
