# minor-revealing-light · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: 487e7d52bf295acc0057955932fb09a6bf89af672a340ae3a9da0aac8b6e8300
# title: 暴きの光
# nav_label: 暴きの光
# description: 隠されたものや嘘を暴き出す黄金のバターランプ、小アルカナム（Revealing Light）。
PAGE	527
H3	黄金のバターランプ
P	◇◇<b>、</b><i>魔法</i><b>、</b><i>美しい</i><b>、</b><i>間合い</i><b>、</b><i>範囲</i>
P	特大で華麗な装飾が施されたランプで、広い杯を持つ聖杯のような形をしている。北方の人々が儀式でマンモスのバターを燃やすのに使うランプに似ている。
P	一財産の値打ちがある（価値4）が、このランプには見かけ以上のものがある。その秘密を解き明かすには、あなたは……
C	……霧氷の君（Rime Lords）の弟子（あるいは彼らの知識の宝庫のひとつ）に教えを請い、ランプを働かせる製法と真言を学ばねばならない。
C	……ランプで燃やす精製マンモスバターの特別な材料（価値1）を手に入れねばならない。
C	……初めてランプを灯して呪文を唱えるとき、1体以上のレイスの注意を引く危険を冒す。
H3	暴きの光
P	<b><i>一日をかけて</i></b><b><i>特別な材料</i></b>（価値1）<b><i>を秘密の</i></b><b><i>製法どおりに準備した</i></b>とき、あなたは魔法のバターの壺◇（◇◇◇
P	◇◇時間）を作り出す。
P	<b><i>魔法のバターを使ってランプを灯し、</i></b><b><i>真言を唱える</i></b>とき、あなたが詠唱を続ける限り、ランプは青白く熱のない光を放つ。
P	この光の中では：
B	活動中の霊は、姿を現していなくても見える
B	幻影、魅惑、覆いは剥ぎ取られる
B	変身する者はその真の姿で見える
B	隠されたものは明るいオーラを放つ
B	口にされた嘘は、地面近くに漂う黒い煙として見える あいにく、この光は近くのあらゆるレイス（や他の飢えた不死の霊）の怒りを引き寄せる。
P	40
