# minor-goldleaf-cloak · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: 0ffdc246939001d8a9fe743d0a27e8171dfed39a346cb88c5aef682be0075389
# title: 金箔の外套
# nav_label: 金箔の外套
# description: 黄金の樫の葉から仕立てる驚異の外套、小アルカナム（Goldleaf Cloak）。
PAGE	517
H3	巨大な樫の葉
P	◇、<i>魔法</i>
P	長さ約6フィート、蝋のようで硬く、金色の虹色にきらめいている。これは本当に黄金の樫（the Golden Oak）の葉なのだろうか？
P	この葉を驚異の外套に変えることができる。だがそのためには、あなたは……
C	……その製法の秘密を（フェイ、野の精霊、あるいはダヌに寵愛された僕から）学ばねばならない。
C	……石灰水、カラスの糞、洞窟熊の脳、そしてあなた自身の血を混ぜたもので葉をなめさねばならない。
C	……<i>卓越した</i>腕の仕立て屋に、あなたの寸法にぴったり合わせて仕立ててもらわねばならない。
H3	金箔の外套
P	◇、<i>暖かい</i>、<i>魔法</i>
P	<b><i>自らなめし、あなたの寸法に</i></b><b><i>ぴったり合わせて仕立てられた</i></b><b><i>金箔の外套をまとっている</i></b>とき、次のすべてが真となる：
B	あなたは、あなたの生気、活力、生命力を吸い取り、盗み、消し去る効果に対して免疫を持つ。
B	あなたは、あなたの感情を鎮めたり鈍らせたりする効果に対して免疫を持つ。
B	あなたは絶えず金色の輝き（<i>至近</i>、<i>範囲</i>）に包まれており、身を隠すことはほぼ不可能である。
P	<b><i>死んで、金箔の外套に包まれて</i></b><b><i>土に埋葬された</i></b>とき、あなたは黄金の樫の根元に埋葬されたかのように生き返る。ただし外套は腐って腐葉土とぼろ切れになる。
