# minor-little-friend · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: 963540651b9069effa3df1ed142b9cabdf3c50bce714dc67b0e7907f4cfc148a
# title: 小さな友
# nav_label: 小さな友
# description: 瞑想によって小さな使い魔の精霊トゥルパを生み出す巻物、小アルカナム（Little Friend）。
PAGE	527
H3	美しい巻物
P	◇、<i>美しい</i>、<i>壊れやすい</i>
P	彫刻された象牙の筒の中に、上質でほとんど紗のような羊毛でできた巻物が収められている。赤と黒と黄の濃い染料で刷られた象形文字と図で埋め尽くされている。図は何らかの瞑想の修行と、その結果生まれる一種の使い魔の精霊を描いているようだ。
P	この巻物の神秘を解き明かすには、あなたは……
C	……いくらかの魔法の才を持たねばならない。
C	……霧氷の君（Rime Lord）の象形文字を解読せねばならない。
C	……そこに記された瞑想の技を数か月かけて練習せねばならない。
C	……生み出したい小さな精霊の構造体を描写し、名づけねばならない：
C	……トゥルパに「命」を吹き込むため、HPを2永久に犠牲にせねばならない。
H3	小さな友
P	あなたはトゥルパを生み出した。これを従者として扱う。追加のタグを2つ、本能を1つ、追加のムーブを2つ、そしてその代価を選ぶ。
ICON	icons/arcana.svg
H3	トゥルパ
P	<i>精霊、構造体、微小、無邪気、熱心</i>
C	<i>獰猛 親切 ずる賢い 臆病 強情</i>
P	<b>HP</b> 8；<b>アーマー</b> 0
P	<b>ダメージ</b> 1d4（あったとしても）
P	<b>本能</b> 遊ぶ 学ぶ 見せびらかす
P	• 塵／雪／蒸気の姿で現れる
P	• 光を放つ（<i>範囲</i>、<i>間合い</i>）
P	• ◇のアイテムを運ぶ／操る
P	• 伝言を届ける
P	• 誰か／何かを偵察する
P	<b>代価</b> 敬意を払われること 新しい経験
C	慰め／思いやり（忠誠：◇◇◇ ）
P	<b>HP</b>
P	最初は8
