# minor-aetherium-spear · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: 9d296a21c043dc11a04b767f26642e6653376d601794f8e5b0ae559f16370d3b
# title: エーテリウムの槍
# nav_label: エーテリウムの槍
# description: ストーントップの小アルカナム「エーテリウムの槍」（The Aetherium Spear）。雷を放つ古の銅の穂先。
PAGE	531
H3	腐食した穂先
P	◇ <b>、</b><i>魔法</i>
P	どこかの地下蔵か洞窟か造り手の遺跡に、銅の棒が隠されている。ひどく腐食し、緑青の塊に覆われている。目を細めると、槍の穂先の形がぼんやりと見えてくる。
P	おや、あれはルーンのかすかな痕跡ではないか？
P	この古の武器の秘密を解き明かすには、あなたは……
C	……適切な薬品で、ルーンを損なわないよう注意深く腐食を落とさなければならない。
C	……ルーンと、それにどのように力を込めるべきかを解読しなければならない。
C	……修復した穂先に雷を注ぎ込まなければならない。
C	……穂先を白樺の柄に取りつけなければならない。
C	……その力を自分のものとするため、穂先を自らの血に浸さなければならない。
H3	エーテリウムの槍
P	◇、<i>近接</i>、<i>投擲、魔法、</i>ダメージ+1
P	<b><i>エーテリウムの槍で斬り結び、</i></b><b><i>7+を出した</i></b>とき、衰弱に印をつけて敵に雷を浴びせ、ダメージ+1d6（<i>強打</i>、<i>騒々しい</i>）を与えることができる。
P	エーテリウムの槍を敵に向け、雷鳴のような鬨の声を上げるとき、衰弱に印をつけて雷撃を解き放つ（<i>遠距離</i>、<i>範囲</i>、<i>強打</i>、<i>騒々しい</i>、<i>危険</i>）。射放つを+DEXの代わりに+STRで振る（矢玉を減らすことは選べない）。<b>6-なら</b>、GMの言うことに加えて、穂先から力が抜け、白樺の柄は燃え殻と化す――このカードの表面の最後の3つのチェックボックスを外す。
