# minor-preserving-runes · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: f26f9cb27369d3bec8856f18ffaa88e916cdcb2ef087c1b006fe580f0e442458
# title: 保存のルーン
# nav_label: 保存のルーン
# description: 時の流れを止めて中身を保つ隠されたルーン、小アルカナム（Preserving Runes）。
PAGE	518
H3	時の止まった宝物庫
P	<i>魔法</i>
P	丘や山の高み、斜面に一対の巨大な石の扉が据えられている。外の刻印は色褪せ、地衣類に覆われている。扉に鍵はかかっておらず、片方がわずかに開いている。中では、宝物庫とその中身は時に触れられず、埃も黴もない。明らかに何らかの魔法が働いている。
P	この場所の静止の秘密を解き明かすには……
C	……魔法を繋ぎとめている隠されたルーンを見つけ出し、明らかにする。
C	……誤りを犯す危険を冒しながら、数時間かけてそれを書き写す。
C	……数週間かけて物にルーンをなぞり、それが銀色に輝いて消えるまで続ける。
H3	保存のルーン
P	<b><i>部屋や容器の内側に沿って</i></b><b><i>ルーンをなぞる</i></b>とき、ルーンは銀色に輝いて薄れ、中身を埃、腐敗、錆などから守る。HPを1失い、さらに以下のうち真であるもの1つにつきHPを1失う：
B	容器／部屋がいずれかの方向に数フィートより長い
B	容器が持ち運べる（そうでなければ、動かされると効果は終わる）
B	ルーンが損なわれていない限り、効果はいつまでも続く（そうでなければ、部屋／容器が封じられたときに始まり、封が解かれたときに終わる）
P	ルーンを施し終えたら、+CONでロールする。<b>10+</b><b>なら</b>、失ったHPは通常どおり回復する。<b>7〜9なら</b>、ひと季節が過ぎる<i>か</i>効果が終わるか、いずれか早い方まで失ったHPを回復できない。<b>6-なら</b>、効果が終わり、
P	その後ひと季節が過ぎるまで失ったHPを回復できない（そしてXPはマークしない）。
