# initiates-of-danu · zh-Hans · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: zh-Hans
# source_sha256: e324d4b042e66148254d7dbf338a3bc2c979ab1daae5cf28e7ec51cc8238236e
# title: 达努的入门者
# nav_label: 达努的入门者
# description: 达努的入门者附页：蒙福者入门者背景所选的同伴入门者，含属性、本能、忠诚与号令追随者。
PAGE	145
HR
P	达努的入门者 蒙福者，若你选取了入门者背景，则你从下列中选了2或3位作为同伴入门者。勾选你所选的，把他们视作追随者。划掉其余。
HR
ICON	icons/default.svg
H3	恩菲斯，侍祭
P	<i>通鸟</i>，<i>天真</i>，<i>有魔力</i>，<i>消息灵通</i>
P	<b>HP</b> 6；<b>护甲</b> 0 <b>HP</b>
P	<b>伤害</b> 青铜小刀 d4（<i>近身</i>）
P	<b>本能</b>去分心
P	• 与鸟儿交谈 上限 6
P	• 问一个难答的问题
P	• 走开逛
P	<b>代价</b> 知识、隐秘学问；<b>忠诚</b> ◇◇◇
P	每行选1项：他 她 他们
C	还是个孩子 即将成年 一名青年
C	精心挑选 为达努所标记 孤儿
C	无忧无虑 好奇 喜怒无常 秘密
HR
ICON	icons/default.svg
H3	阿冯，同伴入门者
P	<i>通妖精</i>，<i>狡黠，有魔力，自给自足，潜行</i>
P	<b>HP</b> 8；<b>护甲</b> 2（对铁为 0）<b>HP</b> <b>伤害</b> 青铜手斧 d6（<i>近身</i>）
P	<b>本能</b>去冲动行事
P	• 织一场小幻术 上限 8
P	• 出人意料地出现或消失
P	• 说出一个让人不舒服的真相
P	<b>代价</b> 惊奇、喜悦；<b>忠诚</b> ◇◇◇
P	每行选1项：他 她 他们
C	来去于林中 镇子附近的一间小屋
C	疏离 粗俗下流 令人不安 仪典关乎…… 狂喜 醉意 月光
HR
ICON	icons/default.svg
H3	格温迪尔，你的导师
P	<i>通药草</i>，<i>爱传闲话</i>，<i>不知疲倦</i>，<i>医者</i>，<i>有魔力</i>
P	<b>HP</b> 6；<b>护甲</b> 0 <b>HP</b>
P	<b>伤害</b> 铁制小刀 d6（<i>近身</i>）
P	<b>本能</b>去动怒
P	• 照料病人、伤者、 上限 6 分娩中的妇人
P	• 织一件生育或好运的护符
P	• 指出一个人或计划中的缺陷
P	<b>代价</b> 体贴、亲昵；<b>忠诚</b> ◇◇◇
P	每行选1项：他 她 他们
C	有一个大家庭 已收留你 独自生活
C	直率 苛求 受累 不容傻瓜 仪典关乎…… 土地与泥土 哀悼 祈求
ICON	icons/default.svg
H3	奥尔温，你的受祝爱侣
P	<i>通命运</i>，<i>美丽</i>，<i>热情</i>，<i>有魔力</i>
P	<b>HP</b> 6；<b>护甲</b> 1（盾）<b>HP</b> <b>伤害</b> 铁矛 d6（<i>近战</i>，<i>投掷</i>）
P	<b>本能</b>去缺乏分寸
P	• 举行一场占卜 上限 6
P	• 说出一个（可怖的）预言
P	• 把某件事闹得很大
P	<b>代价</b> 温柔、尊重；<b>忠诚</b> ◇◇◇
P	每行选1项：他 她 他们
C	已订婚 真爱 仪典性的 复杂
C	别扭 戏剧化 热情 受折磨 仪典关乎…… 血 火 神圣结合
ICON	icons/default.svg
H3	长老瑟伦
P	<i>非凡，通故事，有洞察，虚弱，有魔力</i>
P	<b>HP</b> 3；<b>护甲</b> 0 <b>HP</b> <b>伤害</b> 手杖 d4（<i>近战</i>）
P	<b>本能</b>去恪守传统
P	• 请教精魂， 上限 3 或驱退它们
P	• 讲一个故事来说明观点
P	• 用羞耻与愧疚作杠杆
P	<b>代价</b> 恭敬、表现出的好见识；<b>忠诚</b> ◇◇◇
P	每行选1项：他 她 他们
C	被打发 被怜悯 被惧怕 被尊崇
C	谨慎 友善但坚定 专横 仪典关乎…… 铁 秘密命名 冬
P	<b>号令追随者</b>
P	当你<b><i>指挥他们做一项行动而他们</i></b> <b><i>照做时，</i></b>若他们的任何标签适用，掷 +1 而非 +属性（若他们还<i>非凡</i>则 +2）。若没有标签适用，掷 +0。若他们的任何标签会碍事，则处于劣势。
P	当他们<b><i>没有命令时</i></b>或他们<b><i>按自己的</i></b> <b><i>主动性行动时</i></b>，由GM说他们做什么、结果如何。
HR
P	<b>加深羁绊</b>
P	当你<b><i>付出他们的代价</i></b>且你最近没有这样做过时，他们持有 +1 忠诚（上限 3）。
P	花费他们的忠诚，1换1，让他们：
B	克服恐惧，按你说的做
B	抗拒按他们的本能/标签/特质行动
B	做某件他们不想做的事（只要它不可憎或自杀）
