# inserts · zh-Hans · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: zh-Hans
# source_sha256: c08ccb1cbebe1b7f4a3675fd611c2df0e4d8235bca67263d9969cee039af605d
# title: 附页
# nav_label: 附页
# description: 附页：塞进对折剧本的半页表——行囊、追随者、祷文、鬼魂、还魂者、奴仆与大秘宝。
PAGE	141
P	你的PC至少会有一份附页，一张可以塞进对折剧本里的双面半页表。PDF包含在灯黑
P	与硫磺网站的游戏包里，但附页也收录在本章供参考。
P	每名PC都得到<b>行囊</b>表（page 142）。关于这份附页如何使用，见 page 86 的<b>装备与财物</b>。附页背面会因你的剧本和所做选择而不同。
P	若你是……
E	<b>选取动物伙伴行动的游侠</b>，那么你当然得到<b>动物</b> <b>伙伴</b>附页（page 143）；
E	<b>统帅</b>，那么你得到<b>队伍</b>附页（page 144）；
E	<b>选取入门者背景的蒙福者</b>，那么你得到<b>达努的</b> <b>入门者</b>附页（page 145）；
E	<b>持光者</b>，那么你得到<b>祷文</b>附页（page 146）；
P	否则，你得到一份<b>通用</b>附页（page 147），有地方追踪追随者，并摘要你的玩家议程、原则与规则。
P	游戏包里的PDF设置为在一页印行囊表，剧本专属（或通用追随者/议程表）印在背面。本章每种表只收录一份。
H3	剧本与附页
P	还有三份附页可以作为鬼门关行动和糟糕决定的结果获得：<b>鬼魂</b>（page 148）、<b>还魂者</b>（page 150）和<b>奴仆</b>（page 152）。这些附页通常双面印在半页纸上。只有在变得相关时你才拿其中一份。
P	除本章所列附页外，你也可能得到代表一件<b>大秘宝</b>的附页（page 60）。
P	探寻者按背景所示开玩时拥有一件大秘宝；若你选取壮汉剧本并选“风暴印记”背景，你开玩时拥有风暴印记大秘宝。
P	你会在附录D：大
P	秘宝（<i>第二卷</i>，page 540）中找到它们。
