# Inserts · Book I, p. 141
# Generated by the extractor — fix the extractor, not this file.
PAGE	141
P	Your PC will have at least one insert, a double-sided half-page sheet that you can slip inside your folded playbook. PDFs are included in the playkit on the Lampblack
P	& Brimstone website, but the inserts are also included in this chapter for reference.
P	Every PC gets the <b>Inventory</b> sheet (page 142). See <b>Gear and possessions</b> on page 86 for an explanation on how this insert is used. The back of the insert will vary based on your playbook and choices made.
P	If you are…
E	<b>the Ranger with the animal companion move</b>, then you get the <b>Animal</b> <b>Companion</b> insert (page 143), of course;
E	<b>the Marshal</b>, then you get the <b>Crew</b> insert (page 144);
E	<b>the Blessed with the Initiate background</b>, then you get the <b>Initiates of</b> <b>Danu</b> insert (page 145);
E	<b>the Lightbearer</b>, then you get the <b>Invocations</b> insert (page 146);
P	Otherwise, you get a <b>generic</b> insert (page 147) with space for tracking followers and a summary of your player agenda, principles, and rules.
P	The PDF in the playkit is set up to print with the Inventory sheet on one page and the playbook-specific (or generic follower/ agenda sheets) on the back. Only one copy of each sheet is included in this chapter.
H3	Playbooks & Inserts
P	There are also three inserts that can be gained as a result of the Death's Door move and bad decision-making: the <b>Ghost</b> (page 148), the <b>Revenant</b> (page 150), and the <b>Thrall</b> (page 152). These inserts are normally printed out double-sided on a half-sheet of paper. You take one of them only when it becomes relevant.
P	In addition to the inserts presented in this chapter, you might also get an insert that represents a <b>major arcanum</b> (page 60).
P	The Seeker starts play with a major arcanum as indicated by their background; and if you take the Heavy playbook with the "Storm-marked" background, you start play with the Storm Markings major arcanum.
P	You'll find these in Appendix D: Major
P	Arcana (<i>Book II</i>, page 540).
