# minor-fear-of-the-flame · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: e0036e18eab23510943f7e73c7b546369103b85f2ec11ba048a03f9b327a176e
# title: Peur de la flamme
# nav_label: Peur de la flamme
# description: Arcane mineur : un tapis tissé de runes de feu qui répand la terreur du brasier primordial.
PAGE	512
H3	Un tapis richement tissé
P	◇◇, <i>magique</i>
P	Environ 4 pieds sur 7 pieds une fois déployé, tissé de motifs stylisés de feu et de flamme. Des runes des Bâtisseurs scintillantes se distinguent dans le tissage, toujours floues, mais laissant deviner une forme de pouvoir.
P	Tu peux percer les secrets de ce tapis, mais tu dois d'abord…
C	… être marqué par le feu, te perdre dans la panique ou la douleur de la brûlure.
C	… puis, passer des semaines en méditation sur le tapis, à étudier les runes désormais claires.
C	… te laisser brûler par une flamme terrible, en refusant de crier et en maîtrisant ta peur.
H3	Peur de la flamme
P	Chaleur : ◇◇◇◇◇◇
P	Quand tu <b><i>passes environ une heure sur le tapis, à méditer sur la peur du feu que toute chose naturelle</i></b> <b><i>possède</i></b>, tu détiens la Terreur et marques 1 Chaleur.
P	◇ <b>Terreur</b> : quand tu <b><i>libères la Terreur</i></b> <b><i>que tu détiens</i></b>, quiconque te voit te craint comme il craindrait la flamme primordiale, jusqu'à ce que tu dissipes l'effet.
P	Quand tu <b><i>dissipes l'effet</i></b>, lance 1d6. Si le résultat est inférieur à ta Chaleur, efface alors toute ta Chaleur et tu manifestes douloureusement un signe permanent de ton lien avec les flammes : une cicatrice boursouflée, une peau rougeâtre, des yeux luisants, une odeur de soufre, etc.
P	Quand <b><i>une saison passe sans que tu libères la</i></b> <b><i>Terreur</i></b>, réduis ta Chaleur de 1.
