# minor-plaster-of-joining · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: 4f8de558a71a734a0da6169af506d41a006fb6e0d4c76361c697498c782b4f87
# title: Plâtre de Jonction
# nav_label: Plâtre de Jonction
# description: Arcane mineur : une urne en céramique dont le plâtre magique fusionne pierre, roche ou cristal.
PAGE	526
H3	Une fine urne en céramique
P	◇ <b>,</b> <i>magnifique</i><b>,</b> <i>fragile</i><b>,</b> <i>magique</i>
P	Un pot de belle poterie, de la taille d'une petite marmite.
P	Son émail est un mélange merveilleux de motifs et de reflets. Le couvercle s'ajuste parfaitement, bien qu'il soit malaisé à manier et difficile à ouvrir une fois fermé.
P	Tu as l'impression qu'elle a été faite pour des mains bien plus grandes que les tiennes.
P	Pour percer les secrets de l'urne, tu dois...
C	… communier avec l'esprit chtonien qui l'habite (<b>Instinct</b> amasser des secrets).
C	… le convaincre de t'enseigner à la fois la recette secrète et le chant nécessaires pour que sa magie fonctionne.
C	… te procurer les réactifs requis pour la recette (Valeur 1).
C	… réussir à chanter le chant secret un jour et une nuit entiers, sans pause.
H3	Plâtre de Jonction
P	Utilisations ◇◇◇
P	Quand tu <b><i>verses de l'eau, une pincée de sang et des réactifs spéciaux (Valeur 1) dans l'urne et chantes au-dessus</i></b> <b><i>pendant un jour et une nuit entiers</i></b>, l'urne gagne 1 utilisation (3 utilisations max) de plâtre.
P	Quand tu <b><i>utilises le plâtre pour joindre deux ou plusieurs morceaux</i></b> <b><i>de pierre, de roche ou de cristal</i></b> et laisses le plâtre prendre pendant quelques heures, les morceaux fusionnent ensemble. Des matériaux différents afficheront une jonction naturelle en dégradé.
P	Des matériaux similaires fusionneront sans laisser de jonction visible.
P	Une seule utilisation du plâtre peut couvrir une zone de quelques centimètres de large et de haut. Plusieurs utilisations peuvent joindre de plus gros morceaux de pierre. Le plâtre non utilisé se conserve indéfiniment tant que l'urne reste scellée.
