# minor-aalz-galts-sudden-sinkhole · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: dddc9f4550d97dfde91eebf12358fa1c8a3b03733d52254767714604a256eeb2
# title: Gouffre soudain d'Aalz Galt
# nav_label: Gouffre soudain d'Aalz Galt
# description: Arcane mineur : le sort d'un faiseur de pierre des Seigneurs de Pierre, qui creuse un gouffre soudain dans la terre ou la roche.
PAGE	509
H3	Le dortoir d'un géant Le dortoir d'un géant
P	<i>magique</i>
P	Dans une ruine des Seigneurs de Pierre se trouve une ancienne demeure qui porte l'empreinte psychique de son occupant, un faiseur de pierre d'un talent considérable.
P	Quand tu <b><i>entres dans le dortoir</i></b>, tu es submergé par une vision de cet étudiant inventant son premier sort. Tu peux apprendre ce sort, mais…
C	… tu dois avoir quelque talent pour la magie.
C	… cela prendra des semaines d'exposition répétée et d'étude.
C	… tu risques des dommages durables à ton physique et à ta santé.
H3	Gouffre soudain d'Aalz Galt
P	Quand tu <b><i>chantes une note grondante et concentres ta</i></b> <b><i>volonté sur un point de terre ou de pierre</i></b>, coche un handicap et lance +INT :
P	<b>Sur un 10+</b>, la terre ou la pierre sur laquelle tu te concentres reste intacte, mais la terre ou la pierre en dessous s'effrite, se dissout et s'écoule, créant une poche vide d'une largeur à peu près égale à ce que tes bras peuvent enserrer et d'une profondeur à peu près égale à ta taille. La surface semble stable, mais est susceptible de se fissurer ou de céder sous contrainte.
P	<b>Sur un 7-9</b>, le chant fonctionne comme ci-dessus, mais il siphonne encore plus d'énergie de ton corps. Coche un autre handicap et subis 2d4 dégâts (ignore l'armure).
P	4
