# minor-the-flesh-is-like-clay · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: a646473d865f407fe74be39aeab2c295a62736990923692ba512f7e0749d871f
# title: La chair est comme l'argile
# nav_label: La chair est comme l'argile
# description: La chair est comme l'argile (The Flesh Is Like Clay), arcane mineur : une caverne souillée par les Choses d'En Bas, où sang versé sur la pierre offre une résilience impie.
PAGE	528
H3	Une caverne inquiétante
P	Il existe une caverne quelque part — quelque part où la lumière ne brille jamais — où les parois forment des masses bouillonnantes, luisantes et humides, veinées de cristal rouge qui ne luit plus. La pierre ondule à la lueur vacillante des torches. Oui, oui, ce doit être cela... un jeu de lumière, rien de plus.
P	La caverne porte encore la souillure persistante d'une Chose d'En Bas, mais a été coupée de son pouvoir. Pour en percer les secrets, tu dois…
C	… apprendre le nom de la Chose d'En Bas qui corrompait autrefois ce lieu.
C	… rester ici dans l'obscurité absolue pendant au moins une journée entière, malgré les cauchemars et les hallucinations qui éprouvent ton âme.
C	… amener un être vivant, au sang chaud, dans la caverne et répandre son sang vital sur les pierres tout en psalmodiant le nom de la Chose d'En Bas qui a jadis touché ce lieu impie.
H3	La chair est comme l'argile
P	Quand tu <b><i>tues cruellement un être au sang chaud</i></b> <b><i>dans la caverne,</i></b> d'une taille semblable à la tienne, et que tu <b><i>macules les pierres de son sang et du tien,</i></b> marque 1 :
C	Gagne une résilience impie : augmente ton maximum de HP de 2 et gagne +1 armure contre tout sauf le bronze.
C	Gagne l'un des traits physiques de ta victime (sa force, sa vitesse, son apparence, son cœur robuste, etc.).
C	Guéris-toi d'une blessure permanente (fais repousser un membre, efface une cicatrice, répare un genou abîmé, etc.).
P	<b><i>Chaque fois que tu utilises ce pouvoir</i></b>, marque les trois handicaps. À chaque utilisation, une partie du cristal rouge disparaît de la caverne. Après la troisième utilisation, le cristal et le pouvoir de la caverne s'évanouissent.
