# minor-runes-of-creation · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: d21e81fbeb568983fe157e242c9d45800dcfdebd7ac91503eaae5d095b20bf9e
# title: Runes de création
# nav_label: Runes de création
# description: Les Runes de création (Runes of Creation), arcane mineur : une boîte-casse-tête de métal qui enseigne un sort façonnant la matière par des Mots Silencieux.
PAGE	539
H3	Une boîte-casse-tête de métal
P	◇, <i>indestructible</i>
P	Un cube de métal gris terne de 15 cm de côté, couvert de charnières, de boutons, de cadrans, de curseurs, de leviers, et autres. Un objet d'un génie fou, résistant à toute tentative de l'ouvrir par la force brute.
P	Pour en percer les mystères, tu dois...
C	… lancer +INT pour ouvrir la boîte : <b>sur un 10+</b>, cela prend quelques jours de tâtonnement ; <b>sur un 7-9</b>, cela prend quelques semaines d'obsession ; <b>sur un 6-</b>, c'est au-delà de tes capacités.
C	… passer une saison à déchiffrer les symboles gravés à l'intérieur.
C	… risquer de ne jamais pouvoir déchiffrer les symboles, et/ou de développer quelque lubie mentale ce faisant.
C	… communier avec un esprit primordial et en apprendre les Mots Silencieux.
C	… passer quelques semaines à pratiquer le sort, en risquant toute sorte de dommages et de dégâts collatéraux.
H3	Runes de création
P	Quand tu <b><i>inscris soigneusement un objet avec les</i></b> <b><i>runes de création</i></b>, choisis 1 effet désiré :
B	Il se façonnera en n'importe quelle forme que tu imagines
B	Il deviendra <i>indestructible</i>
B	Il deviendra <i>magnifique</i>
B	Il s'embrasera d'une chaleur terrible (1d10 dégâts, <i>sanglant</i>), ne serait-ce qu'un instant
P	Quand tu <b><i>prononces le Mot Silencieux qui achève</i></b> <b><i>le sort</i></b> (portée <i>loin</i>), marque un handicap tandis que des forces élémentaires traversent ton corps jusque dans l'objet. L'effet fonctionne, mais lance +CON : <b>sur un 10+</b>, choisis 1 ; <b>sur un 7-9</b>, choisis 1 et le MJ en choisit un autre ; <b>sur un 6-</b>, les 3.
B	Marque un autre handicap et perds 1d10 HP
B	Les éléments se déchaînent, déclenchant un incendie/tremblement de terre/avalanche/orage/etc.
B	L'effet ne dure que tant que tu te concentres dessus, puis l'objet est endommagé d'une manière que le MJ choisit
P	64
