# minor-the-silver-branch · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: 88dbdbb19f445be3b72e015b265165d528372dff6428ba4189090648b9be3e18
# title: La Branche d'argent
# nav_label: La Branche d'argent
# description: Une arcane mineure : une branche féerique dont le tintement emplit de félicité tous ceux qui l'entendent.
PAGE	538
H3	Une carte au trésor
P	<i>fragile</i>
P	Un bout de parchemin en lambeaux. Il indique un chemin depuis un ensemble particulier de pierres dressées : à travers un marais, en remontant une rivière, jusqu'à un lieu derrière une cascade, puis à travers une forêt d'arbres tranchants comme des épées.
P	Des glyphes du Peuple de la Forêt sont griffonnés tout autour, mais à la fin : un arbre d'argent, et une croix marque l'endroit.
P	Pour percer les mystères de la carte et t'emparer du trésor au bout du chemin, tu dois…
C	… trouver les pierres dressées qui marquent le début du chemin.
C	… suivre la carte jusqu'à la cascade.
C	… pénétrer dans le domaine féerique au-delà.
C	… se frayer un chemin dans la forêt d'arbres-épées.
C	… risquer de succomber au sortilège soporifique de l'arbre d'argent.
C	… cueillir une branche de l'arbre d'argent.
C	… rentrer chez toi sain et sauf.
H3	La Branche d'argent
P	◇, <i>magique</i>, <i>belle</i>
C	◇ fraîche, ◇ fanée, ◇ nue Longue d'un mètre ou deux, chargée de fleurs blanches et de fruits d'or tintinnabulants. Étonnamment robuste, elle reste fraîche indéfiniment tant que ses pouvoirs ne sont pas utilisés. Une seule branche de ce type peut quitter le domaine féerique à la fois.
P	Quand tu <b><i>fais tinter la branche d'argent</i></b>, tous ceux qui l'entendent (<i>allonge</i>, <i>zone</i>, sauf toi) sont emplis de félicité et oublient leurs soucis pendant quelques heures. Lance +CHA :
P	<b>sur un 10+</b>, choisis-en 1 ; <b>sur un 7-9</b>, choisis-en 1 et le MJ en choisit un autre ; <b>sur un 6-</b>, les 3.
B	La branche commence à se faner ; si elle est déjà fanée, elle devient nue et perd ses pouvoirs
B	Certains (au choix du MJ) restent dans une félicité béate pendant des jours ou des semaines, s'affaiblissant et dépérissant entre-temps
B	Certains (au choix du MJ) deviennent obsédés par l'envie de l'entendre tinter à nouveau
