# minor-laoj-daveths-galvanic-infusion · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: 19d905a17a1c6cdd4e449b0b3c9cfe444a196b16783503f90a520f79a999d42d
# title: Infusion galvanique de Laoj Daveth
# nav_label: Infusion galvanique de Laoj Daveth
# description: Un étui à parchemin renfermant le secret pour puiser la puissance latente de l'éthérium, au prix d'un lourd tribut physique.
PAGE	508
H3	Un vieil étui à parchemin
P	◇, <i>fragile</i>
P	Un étui à parchemin en cuir, craquelé et usé par le temps.
P	À l'intérieur se trouvent une lettre en lambeaux et une paire de petits lingots bleuâtres. C'est une lettre, dans un ancien dialecte du Peuple des Collines, d'un apprenti à son maître. Elle décrit un exercice mental permettant de puiser la puissance latente de l'éthérium.
P	Tu peux apprendre l'<b>Infusion galvanique de Laoj Daveth</b> grâce au parchemin, mais…
C	… tu dois traduire la lettre.
C	… cela demandera plusieurs semaines d'étude assidue.
C	… tu consommeras l'un des lingots d'éthérium (ou une autre source d'éthérium).
C	… tu risques de t'électrocuter et/ou de consommer l'autre lingot.
H3	Infusion galvanique de Laoj Daveth
P	Quand tu <b><i>touches un morceau d'éthérium et puises</i></b> <b><i>sa puissance en toi</i></b>, lance +CON : <b>sur 7+</b>, tu absorbes la puissance et gagnes 1d8 HP (même si cela te fait dépasser ton maximum de HP) ; <b>mais sur 7-9</b>, l'éthérium se vide et s'effrite en une masse crayeuse de vert-de-gris.
P	Le sortilège dure jusqu'à ce que tu y mettes fin ou que tu obtiennes 6- sur une manœuvre quelconque. Tant qu'il dure, tu n'as pas besoin de dormir et restes extrêmement alerte et concentré — tu bénéficies de l'avantage sur tous les jets de SAG.
P	Si tu restes éveillé plus de quelques jours, ton corps s'épuise de plus en plus et tu risques hallucinations, paranoïa et dépendance.
P	Quand <b><i>le sortilège prend fin,</i></b> tu perds 1d8 HP.
