# minor-bittersweet-elixir · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: 60519a0c208ea62461d8f088dc2ea8dc1c8d169feb96dfee0aa0940b25c62025
# title: Élixir doux-amer
# nav_label: Élixir doux-amer
# description: Arcane mineur : un bassin de bois rouge qui échange des années de vie contre la guérison.
PAGE	537
H3	Un bassin de bois rouge
P	◇◇, <i>magique, magnifique</i>
P	Un bol large et peu profond, sculpté de fleurs et de lianes épineuses, s'enroulant à travers des crânes de cerfs et d'autres bêtes. Le motif change quand tu ne regardes pas ; il n'est jamais tout à fait le même deux fois de suite.
P	Pour percer les mystères du bassin, tu dois…
C	… te lier d'amitié avec l'esprit de vie et de vitalité qui y demeure.
C	… apprendre d'une Fae comment verser des années de ta vie dans le bassin.
C	… remplir le bassin de quelques années de ta vie.
P	Quand tu <b><i>coches la dernière exigence et débloques</i></b> <b><i>cet arcane</i></b>, note ton âge actuel de l'autre côté. Déclenche ensuite la manœuvre Élixir doux-amer.
H3	Élixir doux-amer
P	◇ jeune, ◇ mûr, ◇ âgé
P	Quand tu <b><i>remplis le bassin de quelques années de ta</i></b> <b><i>vie</i></b>, il devient une gorgée de miel et de regret.
P	Soit tu passes à l'âge suivant ci-dessus (et actualises ton apparence) tandis que les années perdues te rattrapent, soit tu coches l'un des éléments suivants (au choix) :
C	Ton humeur change, radicalement (comment ?)
C	Tu vois la Dernière Porte (à quoi ressemble-t-elle ?)
C	Réduis FOR, DEX ou CON de 1
C	Il te reste moins d'un an à vivre
P	Quand quelqu'un <b><i>boit tout l'élixir doux-amer, directement depuis le bassin</i></b>, il choisit 1 option :
B	Récupère tous ses HP, efface tous ses handicaps et guérit toute blessure préoccupante active
B	Se purge de tout poison ou maladie
B	Se remet complètement d'une blessure permanente d'ici la fin de la prochaine saison, voire plus tôt
