# minor-the-drowning-scale · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: 5beff948e9dbf102fd2bef570c1cf45dde2c9eb8f637f152d716cb48c8ec7601
# title: L'Écaille noyante
# nav_label: Écaille noyante
# description: Arcane mineur : un pendentif froid qui détient du Souffle contre les derniers halètements des mourants.
PAGE	518
H3	Un étrange pendentif
P	<i>magique</i>
P	Une étrange amulette sur un simple lacet de cuir, telle une écaille faite d'une matière chatoyante. Elle est froide et moite au toucher. Quand tu la portes pour la première fois, tous ceux qui sont proches frissonnent de froid. Peu après, tu commences à entendre des chuchotements rauques, comme une inspiration.
P	Pour débloquer les secrets du pendentif…
C	… le porte sans relâche durant un cycle lunaire, répondant honnêtement à ses questions.
C	… maintiens-toi sous l'eau jusqu'à risquer la noyade.
C	… noie une autre personne, et offre ses derniers halètements au pendentif.
H3	L'Écaille noyante
P	Souffle : ◇◇◇
P	Quand tu <b><i>te penches sur une personne mourante, aspires</i></b> <b><i>son dernier souffle, et le souffles dans le pendentif</i></b>, lance +CON : <b>sur 10+</b>, détiens +1 point de Souffle ; <b>sur 7-9</b>, choisis 1 :
B	Détiens 1 point de Souffle, mais il te déchire les poumons ; marque <i>abattu</i> et subis une vilaine quinte de toux.
B	Le pendentif aspire avidement le dernier souffle, devient plus froid, et soupire ; toi, hélas, n'en tires aucun bénéfice.
P	Tant que tu détiens du Souffle, le froid extrême ne t'affecte ni ne te blesse. Dépense 1 point de Souffle pour te passer d'air pendant jusqu'à une heure.
P	Quand tu <b><i>retires le pendentif</i></b>, perds tout le Souffle que tu détiens.
