# minor-truth-seeds · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: 5c4a114b0bde74f74d690285f35879935fa534fa09f81b224b889b72a14dcc38
# title: Graines de vérité
# nav_label: Graines de vérité
# description: Graines de vérité (Truth Seeds), arcane mineur : des cosses d'ortie-gwir enchantées qui scellent les promesses au prix d'une mort violente.
PAGE	508
H3	Un conte populaire conte populaire
P	Il y a cette vieille histoire, à propos d'une vieille herboriste de Bordemarais qui trompe un troll des marais en lui faisant manger une cosse de graine enchantée. Elle promet d'aller chercher plus de nourriture pour le troll s'il promet ensuite de la laisser partir. Bien sûr, le troll manque à sa parole et essaie de la manger, mais la cosse de graine éclate en une masse d'orties-gwir quand il le fait.
P	Tu peux apprendre le secret des cosses de graines enchantées, mais tu as besoin de l'un des éléments suivants :
C	Une herboriste de Bordemarais, versée dans le savoir ancien, pour t'enseigner le rituel
C	L'esprit d'une ortie-gwir, amical ou lié, pour révéler les secrets de sa naissance
H3	Graines de vérité
P	Quand tu <b><i>trempes une paire de cosses de graines d'ortie-gwir dans</i></b> <b><i>ton propre sang, chuchotes des secrets dessus, et</i></b> <b><i>prononces les mots de pouvoir</i></b>, elles deviennent des graines de vérité
P	(<i>magique)</i>.
P	Quand toi et un autre <b><i>mangez chacun une graine de vérité et</i></b> <b><i>vous faites des promesses l'un à l'autre</i></b>, les graines restent dans vos entrailles et garantissent que les promesses sont tenues.
P	Quand tu <b><i>romps ta promesse</i></b>, la graine de vérité dans ton ventre germe violemment en une ortie-gwir adulte, infligeant 1d10+3 dégâts avec avantage (<i>sanglant</i>, ignore l'armure) et maintenant tu as une ortie-gwir qui te pousse dessus.
P	Si <b><i>l'autre partie rompt sa promesse</i></b>, elle subit le même sort.
P	2
