# minor-bronze-protector · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: 6040d04858ebda494bdc51cbdd45697a72beb5652974cf71cc71c9a495241d1c
# title: Protecteur de bronze
# nav_label: Protecteur de bronze
# description: Le Protecteur de bronze (Bronze Protector), arcane mineur : un automate de bronze animé par l'esprit du foyer, qui veille sur toi avec un zèle excessif.
PAGE	533
H3	Un homme de métal
P	<i>magique</i>, <i>fragile</i>
P	Une statue de bronze, mais pas vraiment une statue, plutôt des morceaux d'armure habilement assemblés autour d'un squelette de tuyaux entrelacés. Et la « poitrine » ressemble moins à un plastron qu'à un petit poêle ventru. Des runes complexes se devinent à peine sous la patine de la chose.
P	Elle est cabossée, fissurée et en pièces détachées, mais une recherche minutieuse permettra de retrouver toutes les pièces.
P	Ce n'est manifestement pas une simple statue, mais pour en percer les mystères tu dois…
C	… réparer le corps, ce qui prend une saison entière à un forgeron <i>exceptionnel</i> (Valeur 3).
C	… passer quelques semaines à réparer les runes, en risquant une erreur qui les rendrait inefficaces ou instables.
C	… convaincre l'esprit de ton propre foyer d'habiter le poêle et d'animer l'automate.
H3	Protecteur de bronze
P	Préparation : ◇◇◇◇
P	Tant qu'<b><i>un feu brûle dans la poitrine en forme de poêle</i></b>, l'esprit du foyer animera l'automate. Traite-le comme un suivant.
ICON	icons/construct.svg
H3	Protecteur de bronze
P	<i>Automate, esprit, résistant, vigilant,</i> <i>autoritaire, muet, crédule</i>
P	<b>HP</b> 13 ; <b>Armure</b> 3 (métal)
P	<b>Dégâts</b> matraquage 1d8 (<i>main</i>)
P	<b>Qualités spéciales</b> ignifuge ; garde +1 Préparation sur un 7+ pour Défendre ; nécessite une forge et des outils pour regagner des HP <b>Instinct</b> faire du zèle à te protéger
P	• Se dresser d'un air menaçant, crachant de la fumée
P	• Déclencher des incendies, causer des dégâts collatéraux
P	• Manquer de combustible
P	<b>Prix</b> une gratitude sans bornes (Loyauté : ◇◇◇ )
P	<b>HP</b>
P	Commence à 13
