# minor-fetchs-mask · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: 566d48f52a56fa1adc910531afb21c47654fba3f9188395f841cc6d6af9ed4ab
# title: Masque de fetch
# nav_label: Masque de fetch
# description: Arcane mineur : un masque qui te transforme en double parfait de quelqu'un et te révèle sa Perspicacité, au prix douloureux de le retirer.
PAGE	529
H3	Un masque troublant
P	◇ si rangé ; <i>magique</i> Ce masque rigide et coriace ressemble un peu à de la cire fondue. Une grande sphère nacrée est incrustée dans le front. Il semble murmurer quand tu t'apprêtes à l'enfiler.
P	Ce masque cache plus qu'il n'y paraît. Pour percer ses secrets, tu dois…
C	… revêtir le masque seul, et le porter sans être vu pendant une nuit et un jour.
C	… observer quelqu'un sans être remarqué pendant quelques heures, en portant le masque.
C	… confier au masque un secret, quelque chose que personne d'autre ne sait sur toi (dis au MJ et aux autres joueurs de quoi il s'agit).
C	… confier au masque le secret d'une autre personne, quelque chose que tu as promis de ne jamais révéler (dis au MJ et aux autres joueurs de quoi il s'agit).
H3	Masque de fetch
P	Perspicacité ◇◇◇
P	Quand tu <b><i>portes le masque et manges un cheveu,</i></b> <b><i>du sang, un ongle, etc. de quelqu'un</i></b>, toi et le masque devenez son double parfait jusqu'au prochain lever du soleil ou jusqu'à ce que tu retires le masque.
P	Quand tu <b><i>interagis avec un PNJ connu de</i></b> <b><i>la personne dont tu portes le visage</i></b>, lance +CHA : <b>sur un 10+</b>, détiens 3 Perspicacité ; <b>sur un 7-9</b>, détiens 1 Perspicacité ; <b>sur un 6-</b>, il devient profondément méfiant. Pendant que tu interagis avec lui, dépense de la Perspicacité au un-pour-un pour demander au MJ :
B	Qu'attend-il de moi, que je fasse ou que je dise ?
B	Qu'espère-t-il/que veut-il de moi ?
B	Quel secret est-ce que je lui cache ?
P	Quand tu <b><i>retires le masque après avoir porté</i></b> <b><i>le visage de quelqu'un</i></b>, lance +CON : <b>sur un 10+</b>, ça fait mal mais ça se passe bien ; <b>sur un 7-9</b>, ton visage est à vif et douloureux, coche un handicap ; <b>sur un 6-</b>, perds 1d4 HP, coche un handicap, et le masque laisse des cicatrices durables et distinctives.
