# minor-wishing-candles · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: 029c63026acf019365bdb33cfd4907355535799a687e7e6e8149f8c3d322cd89
# title: Bougies à vœux
# nav_label: Bougies à vœux
# description: Arcane mineur : un rouleau de vélin dont la recette produit des bougies qui exaucent des vœux, à un prix incertain.
PAGE	530
H3	Un rouleau de vélin
P	◇, <i>fragile</i>
P	Un rouleau remarquablement souple, vu son âge, trouvé dans un tube d'ivoire. Il porte une écriture dans un alphabet étrange, tracée à l'encre rouge foncé. Il y a aussi des diagrammes. Tu penses que ça pourrait être une sorte de recette ? Ou un sort ? Peut-être les deux ?
P	Pour percer les secrets de ce rouleau, tu dois…
C	… déterminer l'origine du rouleau et être capable de lire la langue de l'auteur.
C	… briser le chiffre dans lequel la recette est codée.
C	… acquérir les ingrédients inhabituels et déplaisants de la recette (Valeur 1).
C	… passer quelques jours à t'entraîner à l'incantation, en risquant une erreur à ta première tentative, aux résultats potentiellement désastreux.
H3	Bougies à vœux
P	Utilisations : ◇◇◇◇◇
P	Quand tu <b><i>passes quelques jours à suivre la déplaisante recette du rouleau</i></b> (Valeur 1), gagne 1d4+1
P	Bougies à vœux.
P	Quand tu <b><i>brûles une Bougie à vœux et prononces la</i></b> <b><i>vilaine incantation</i></b>, dis ce que tu souhaites acquérir :
P	cela entrera bientôt en ta possession. Lance le Dé du Destin pour apprendre le prix. Si c'était un objet de Valeur 1 ou moins, lance deux fois et choisis.
P	1d6 prix
P	1 Les récoltes échouent/2d4 Surplus est perdu
P	2 Une des ressources ou l'un des biens du village est perdu/volé/ruiné/etc.
P	3 Un voisin tombe gravement malade ou subit un accident/une perte insolite
P	4 D'étranges événements frappent le village ; la panique menace
P	5-6 Aucun prix à mentionner, cette fois
