# minor-preserving-runes · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: f26f9cb27369d3bec8856f18ffaa88e916cdcb2ef087c1b006fe580f0e442458
# title: Runes de conservation
# nav_label: Runes de conservation
# description: Une arcane mineure : des runes qui figent le temps à l'intérieur d'une pièce ou d'un contenant.
PAGE	518
H3	Un caveau hors du temps
P	<i>magique</i>
P	Haut dans les collines ou les montagnes, deux immenses portes de pierre sont encastrées dans le flanc de la colline. Les marques à l'extérieur sont effacées et couvertes de lichen. Les portes ne sont pas verrouillées ; l'une d'elles est entrouverte. À l'intérieur, le caveau et son contenu sont intacts, épargnés par le temps, sans poussière ni moisissure. De toute évidence, une magie est à l'œuvre.
P	Pour percer les secrets de la stase qui règne en ce lieu…
C	… trouver et révéler les runes cachées qui ancrent la magie.
C	… passer quelques heures à les recopier, au risque de te tromper.
C	… passer des semaines à tracer les runes sur des objets, jusqu'à ce qu'elles brillent d'un éclat argenté et s'effacent.
H3	Runes de conservation
P	Quand tu <b><i>traces les runes à l'intérieur d'une</i></b> <b><i>pièce ou d'un contenant</i></b>, elles brillent d'un éclat argenté puis s'effacent, protégeant le contenu de la poussière, de la pourriture, de la rouille, etc. Perds 1 HP, plus 1 HP pour chacune des conditions suivantes qui s'applique :
B	Le contenant ou la pièce dépasse un mètre ou deux dans une de ses dimensions
B	Le contenant est transportable (sinon, l'effet prend fin s'il est déplacé)
B	L'effet dure indéfiniment, tant que les runes restent intactes (sinon, il commence quand la pièce ou le contenant est scellé et prend fin quand il est ouvert)
P	Une fois les runes en place, lance +CON : <b>sur un</b> <b>10+</b>, tu récupères les HP perdus normalement ; <b>sur un 7-9</b>, tu ne peux pas récupérer les HP perdus avant qu'une saison ne passe <i>ou</i> que l'effet ne prenne fin, selon ce qui arrive en premier ; <b>sur un 6-</b>, tu ne peux pas récupérer les HP perdus avant que l'effet ne prenne fin
P	puis qu'une saison passe (et ne marque pas d'XP).
