# minor-baleful-utterance · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: 8742d561268dea99e5ba8be2dc82641c2cfd72ffb8fff8d40c4f2a95fbf4f62e
# title: Parole funeste
# nav_label: Parole funeste
# description: Arcane mineur : un mot terrible qui anéantit ce qu'il touche, au prix d'un lourd tribut sur le corps et l'esprit.
PAGE	530
H3	Un mot… murmurant ?
P	<i>magique</i><b>,</b> <i>immobile</i><b>,</b> <i>terrifiant</i>
P	Caché du soleil, dans un cercle de runes, il y a un... mot ?... flottant dans les airs. Se tortillant et frétillant, aspirant à la liberté, il murmure des promesses de pouvoir. Mais les runes qui l'entourent t'emplissent d'effroi.
P	Pour percer ses secrets, tu dois…
C	… maîtriser ta peur, te forçant à le saisir et à le laisser entrer en toi.
C	… tenir bon tandis qu'il tourmente ton corps et ton âme, cherchant à te défaire (2d6 dégâts, <i>sanglant</i>, ignore l'armure).
C	… passer des semaines en isolement, essayant de saisir ce terrible mot qui vit désormais dans ta tête.
C	… risquer de corrompre les environs et de détruire tes possessions ou tout ce qui se trouve à proximité en t'exerçant à prononcer le terrible mot à voix haute.
H3	Parole funeste
P	Quand tu <b><i>prononces le terrible mot</i></b>, nomme un objet que ta voix peut atteindre — il se brise, se défait, ou est autrement anéanti.
P	Puis lance +CON : <b>sur un 10+</b>, choisis 1 ; <b>sur un 7-9</b>, choisis 1 et le MJ en choisit un autre ; <b>sur un 6-</b>, choisis 1 en plus de ce que dit le MJ par ailleurs ; <b>dans tous les cas</b>, si l'objet que tu as détruit était <i>indestructible</i>, choisis-en 1 de plus.
B	Ta gorge brûle et ta langue se couvre de cloques ; coche <i>abattu</i> et tu peux à peine chuchoter pendant quelques jours.
B	Tes oreilles et celles de tous ceux qui ont entendu le mot se mettent à saigner (1d4 dégâts, ignore l'armure, temporairement assourdi).
B	1d4 autres objets au choix du MJ se brisent/se défont/sont anéantis également.
B	Ce lieu est corrompu par les Choses d'En Bas ; s'il l'était déjà, cela empire ; sinon, c'est désormais un lieu évité, un lieu d'inquiétude et de malaise.
