# minor-the-six-locks-of-sajua · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: c055199618a593b8fdfd5acd1ca7a0eb0c42c1f3ef26f1a44ef2373d20511ee1
# title: Les Six Verrous de Sajua
# nav_label: Les Six Verrous de Sajua
# description: Les Six Verrous de Sajua (The Six Locks of Sajua), arcane mineur : une chaîne de cadenas rouillés qui emprisonnent des âmes défuntes.
PAGE	515
H3	Une chaîne de cadenas rouillés
P	◇, <i>magique</i>
P	Une chaîne, longue de six maillons, chacun orné d'un cadenas de bronze corrodé. 1d4+1 cadenas portent un visage stylisé, figé dans une grimace rouillée. Les clés de ces cadenas sont perdues depuis des âges.
P	Quand tu <b><i>tiens l'un des cadenas ornés d'un visage et</i></b> <b><i>regardes dans ses yeux</i></b>, tu peux entendre la voix de l'âme défunte liée à l'intérieur : haineuse, désespérée, suppliant qu'on la libère.
P	Tu peux maîtriser ces cadenas en…
C	… convainquant l'une des ombres de révéler comment elle fut capturée.
C	… convainquant une ombre de révéler ce qui se passe quand un cadenas est ouvert.
C	… trouvant un moyen d'ouvrir les cadenas.
H3	Les Six Verrous de Sajua
P	Trouble : ◇◇◇◇◇◇◇
P	Quand tu <b><i>étales le sang d'un mourant sur un</i></b> <b><i>Verrou de Sajua ouvert puis refermes le cadenas</i></b>, lance
P	+CON : <b>sur un 10+</b>, son âme est liée dans le cadenas ;
P	<b>sur un 7-9</b>, son âme est liée, mais tout métal ordinaire en ta présence rouille ou ternit, se corrode et s'affaiblit.
P	Quand tu <b><i>arraches une promesse à une âme liée</i></b>
P	<b><i>puis ouvres le cadenas qui la retient</i></b>, l'âme est contrainte d'accomplir la lettre de sa promesse avant de suivre son propre chemin. Dis au MJ de la traiter comme un fantôme (bien que pas nécessairement comme une suivante) ; le cadenas ouvert sert de lien, du moins pour l'instant.
P	Chaque fois que tu libères une âme, marque 1 Trouble et lance 1d6. Si tu obtiens moins que ton Trouble, tu entends l'appel du Chasseur Blafard au loin. Attends-toi à une visite bientôt.
P	16
