# minor-peacebond · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: 593033fb6f630dbae6870a3fc6944a32b29de7158f84a23477c3bcf3587ae464
# title: Lien de paix
# nav_label: Lien de paix
# description: Une arcane mineure : des glyphes gravés dans une grotte scellée qui étouffent toute violence dans la zone.
PAGE	519
H3	Une grotte scellée
P	<i>magique</i>
P	Haut dans les collines ou les montagnes, on peut trouver une entrée de grotte murée. À l'intérieur gisent des dizaines de cadavres, préservés depuis des siècles par le froid.
P	Beaucoup présentent des malformations de la mâchoire, des dents surdimensionnées, des doigts allongés qui se terminent en griffes. Peu montrent des signes de violence ; ils semblent s'être simplement allongés pour mourir.
P	De fait, les glyphes en boucle gravés sur les parois de la grotte sapent ta volonté de lutter, de te battre, de faire quoi que ce soit… ou presque. Tu peux apprendre leurs mystères, mais…
C	… il te faudra des jours de transcription minutieuse, hanté par des ombres mélancoliques.
C	… tu risques de succomber à l'ennui de ce lieu.
H3	Lien de paix
P	Quand tu <b><i>marques un lieu avec les glyphes du</i></b> <b><i>lien de paix</i></b>, la violence (même pour se défendre) est étouffée dans la zone tant que les glyphes subsistent. Plus on reste longtemps dans une zone liée par la paix, et plus les glyphes sont finement tissés, plus l'effet est puissant.
P	Quand tu <b><i>tentes de commettre un acte de violence dans</i></b>
P	<b><i>une zone liée par la paix, ou de porter atteinte aux glyphes du</i></b>
P	<b><i>lien de paix eux-mêmes</i></b>, tu hésites.
P	Si tu <b><i>te forces à continuer</i></b>, perds 1d4 HP et lance +SAG : <b>sur un 10+</b>, tu passes à l'acte ; <b>sur un 7-9</b>, tu agis mais tu as un désavantage sur tous les jets pour commettre un acte de violence (dégâts compris) ; <b>sur un 6-</b>, tu échoues à agir et marques <i>hébété</i>.
