# minor-ice-weaving · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: 694cfeb77f5ccbbcfcdbed536d559696a7e4b121898a35789b2be85f19370169
# title: Tissage de glace
# nav_label: Tissage de glace
# description: Tissage de glace (Ice Weaving), arcane mineur : un codex démesuré des Seigneurs du Givre qui enseigne à façonner la glace sombre par la volonté.
PAGE	515
H3	Un codex démesuré
P	<i>immobile</i>, <i>fragile</i>
P	Un livre, d'environ 2 pieds sur 3 pieds, un peu plus de 6 pouces d'épaisseur une fois fermé. La couverture est faite de planches de cèdre argenté. Les feuillets sont faits d'un vélin fin, tendu à partir des peaux d'une bête énorme.
P	Les pages sont pleines de calligraphie, grande et précise, avec de nombreux diagrammes montrant des postures méditatives et d'étranges motifs géométriques liés à la chaleur, à l'eau, et à la glace.
P	Pour percer les mystères du codex, tu dois…
C	… déchiffrer l'écriture, rédigée dans une forme de l'alphabet des Seigneurs du Givre.
C	… passer des mois à étudier le texte et à pratiquer les techniques qu'il contient.
C	… risquer d'endommager ta santé de façon permanente en les maîtrisant.
H3	Tissage de glace
P	Quand tu <b><i>fais naître de la glace sombre par ta volonté</i></b>, perds 1 HP, +1
P	HP pour chacun des éléments suivants que tu désires :
B	C'est assez pour faire un petit mur ou envelopper une personne (sinon, c'est ◇◇ au maximum)
B	C'est dur comme la pierre
B	C'est solide face aux esprits, capable de les bloquer/blesser/gêner Ensuite, lance +CON : <b>sur un 10+</b>, choisis-en 2 ; <b>sur un 7-9</b>, choisis-en 1, ou choisis-en 2 et perds 2 HP de plus.
B	Ça se forme rapidement, voire violemment (sinon, ça prend des minutes, voire des heures)
B	Ça se forme jusqu'à une portée <i>proche</i> (sinon, ça ne se forme qu'à portée <i>main</i>)
B	Sa forme est aussi complexe que tu peux l'imaginer (sinon, c'est juste un bloc grossier)
P	La glace persiste jusqu'à ce qu'elle soit brisée, fondue par une chaleur intense, ou que tu la laisses fondre. Tu ne peux pas regagner les HP dépensés tant qu'elle persiste.
