# minor-sigil-of-authority · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: 9fb537b74cbb2de4a1e813a21de809cd962a474839fb4f8b02e6d33088e903eb
# title: Sceau d'autorité
# nav_label: Sceau d'autorité
# description: Le Sceau d'autorité, arcane mineur : une bague-chevalière argentée qui te laisse tenir l'Autorité sur tes suivants.
PAGE	535
H3	Une bague-chevalière argentée
P	<i>magique, magnifique</i>
P	Une bague de métal blanc, sans ternissure et étincelante, un unique glyphe gravé dans le chaton. Le symbole se tord sous ton regard, comme s'il existait en plus de dimensions que tu ne peux en percevoir. La bague t'épouse parfaitement, bien sûr.
P	Pour percer les mystères de la bague, tu dois...
C	… passer une saison à porter la bague et à contempler le glyphe.
C	… t'habituer aux migraines et aux nausées que provoque le port de la bague.
C	… dépenser 1 point de Loyauté d'un de tes suivants pour charger la bague.
C	… tenter d'influencer l'un de tes suivants avec la bague, au risque de ne jamais maîtriser son pouvoir et/ou de t'aliéner ton (tes) suivant(s).
H3	Sceau d'autorité
P	Autorité : ◇◇◇
P	Quand tu <b><i>Renforces ton Lien</i></b> avec un membre de ta communauté, tu peux choisir de tenir
P	+1 Autorité (max 3) au lieu que ton suivant tienne +1 Loyauté. Si tu <b><i>retires la bague</i></b>, perds toute ton Autorité.
P	Quand tu <b><i>Persuades ton (tes) suivant(s) en tenant de l'Autorité</i></b>, tu as l'avantage.
P	Tu peux dépenser de l'Autorité, un point pour un, pour :
B	T'envelopper de majesté pendant quelques minutes tout au plus, attirant toute l'attention, intimidant les volontés faibles, et parlant d'une voix que tous peuvent entendre (<i>loin</i>, <i>zone</i>)
B	Forcer par ta volonté quelqu'un en ta présence à faire ce que tu souhaites, tentant de le Persuader sans mots
B	Faire subir à l'un de tes suivants proches une attaque à ta place, comme s'il tenait de la Préparation grâce à Défendre
