# minor-moonstone · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: 870f6051183ac582756a437e87221f0fbfb9927cb744f80ee0012670670bcbdd
# title: Pierre de lune
# nav_label: Pierre de lune
# description: Un talisman contre les morts-vivants, taillé dans un filon de cristal sacré et chargé par la lumière de la pleine lune.
PAGE	536
H3	Un filon de cristal laiteux
P	<i>magique, magnifique, immobile</i>
P	Trouvé dans une grotte, une montagne, ou quelque affleurement rocheux, probablement considéré comme sacré par les habitants du coin. Il ressemble à du quartz blanc laiteux, mais luit faiblement la nuit.
P	Tu peux percer les mystères de ce filon et fabriquer un talisman contre les morts-vivants, mais pour cela tu dois...
C	… extraire toi-même un gros morceau ◇ de cristal (Valeur 1) du filon.
C	… faire tailler et polir par un lapidaire une sphère parfaite (un travail de Valeur 1).
C	… apprendre les mots sacrés pour imprégner une pierre de lune de lumière, puis pour appeler cette lumière.
C	… passer trois nuits sous la pleine lune à prononcer les mots sacrés, au risque d'une erreur qui ruine la pierre de lune ou du moins gâche tes efforts de ce mois-ci.
H3	Pierre de lune
P	◇, <i>magnifique, magique</i>, <i>fragile</i>,
P	heures : ◇◇◇◇◇
P	Quand tu <b><i>passes une nuit sous la pleine lune,</i></b> en dirigeant sa lumière dans la pierre de lune, elle gagne 1 heure de lumière (max. 5).
P	Quand tu <b><i>brandis la pierre de lune dans l'obscurité</i></b> <b><i>et prononces un mot sacré</i></b>, elle brille d'une pâle lumière blanche (<i>zone</i>, <i>proche</i>) qui ne révèle aucune couleur, seulement les formes et les textures. La lumière révèle les morts-vivants, même les esprits qui ne se sont pas encore manifestés et les entités masquées par la magie ou un déguisement.
P	Quand <b><i>la pierre de lune est ta seule source de lumière et que</i></b> <b><i>tu cries le mot approprié</i></b>, elle s'embrase d'une lumière argentée et tous les morts-vivants à portée subissent 1d6 dégâts par heure de lumière restante (ignore l'armure). La pierre de lune s'éteint alors, sa lumière épuisée jusqu'à ce que tu la recharges.
