# minor-ffyrnig-tonic · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: 0913f5061658f0fcb9c447c7ba1526ce830d30ab3beb5eff7f042c5afd2bcf85
# title: Tonique de Ffyrnig
# nav_label: Tonique de Ffyrnig
# description: Le Tonique de Ffyrnig (Ffyrnig Tonic), arcane mineur de Stonetop : une racine de ffyrnig macérée dans la bile de sanglier, qui soigne ou attise l'audace au prix de la prudence.
PAGE	513
H3	Une immense sphère de bois
P	<i>immobile</i>
P	À moitié enterrée et largement envahie par la végétation, environ 1,2 mètre de diamètre et pesant plus d'une centaine de kilos.
P	Elle est étrangement bien préservée et ornée de pictogrammes complexes. Une poignée d'autres sphères pourrissent à proximité.
P	Les pictogrammes représentent une sorte de recette, que tu peux apprendre mais tu dois...
C	… d'abord déterrer et nettoyer la sphère.
C	… passer des semaines à étudier les glyphes.
C	… te procurer de la racine de ffyrnig fraîche.
C	… te procurer de la bile d'un sanglier sauvage.
P	Et ensuite…
C	… tu risques de te tromper dans la recette, et fatalement.
H3	Tonique de Ffyrnig
P	Quand tu <b><i>fais macérer de la racine de ffyrnig fraîche dans une suspension de bile de sanglier pendant deux pleines lunes</i></b>, elle devient une outre de tonique de ffyrnig (3 utilisations, <i>magique</i>).
P	Quand tu <b><i>prends une gorgée de tonique de ffyrnig,</i></b> choisis 1 :
B	Récupère des HP égaux à la moitié de ton maximum
B	Efface un handicap
P	De plus, tu as un avantage à ton prochain jet pour entreprendre une action audacieuse et physique. Mais jusqu'à ce que tu entreprennes une telle action, tu as un désavantage à tous les jets qui
P	exigent patience, précaution ou réflexion.
P	Quand tu <b><i>bois une seconde gorgée de tonique de ffyrnig</i></b> <b><i>avant d'avoir passé une bonne nuit de sommeil</i></b>, cela n'a d'autre effet que de te rendre malade (coche un handicap).
P	12
