# minor-flying-cloak · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: 3f5f1fb30efb279908bb3b21b89d5f607a270fba210be7356d732f1302884677
# title: Cape volante
# nav_label: Cape volante
# description: La Cape volante (Flying Cloak), arcane mineur : une cape richement brodée qui lie un esprit de tempête fier et porte son maître dans les airs.
PAGE	522
H3	Une cape richement brodée
P	◇, <i>magique</i>, <i>chaude</i>
P	Une laine d'une finesse exquise, teinte d'un gris-bleu pâle et brodée de nuages stylisés. Le bord arbore des runes bleu-blanc cousues de fil d'éthérium. Elle est humide au toucher, sent la pluie et l'ozone, et flotte dans une brise qui n'existe pas.
P	Quand tu <b><i>revêts la cape</i></b>, tu prends conscience de la présence liée en elle, vibrante et impatiente. Pour percer les mystères de la cape, tu dois...
C	… apprendre le nom de l'esprit lié.
C	… déchiffrer le mot de commandement, brodé en ancienne écriture des Bâtisseurs.
C	… plier l'esprit à ta volonté, en risquant son évasion (destructrice).
H3	Cape volante
P	Quand tu <b><i>portes la cape et prononces le mot de</i></b> <b><i>commandement</i></b>, l'esprit de la tempête dans la cape s'anime et t'obéit comme un suivant. Il ne veut jamais atterrir ; tu dois dépenser sa Loyauté ou le Persuader.
ICON	icons/spirit.svg
H3	L'Esprit dans la Cape
P	<i>Esprit, magique, fier, muet</i>
P	<b>HP</b> 13 ; <b>Armure</b> 1 (amorphe)
P	<b>Dégâts</b> vent cinglant, pluie, débris d6
P	(<i>proche, zone</i>)
P	<b>Instinct</b> « ne pas entendre » tes ordres
P	• Porter son maître dans les airs sur un coussin de vents tourbillonnants
P	• Manifester une tempête en volant
P	• Semer le chaos alentour
P	• Lancer la foudre d'une tempête déchaînée, d10+3 (<i>loin</i>, <i>puissant</i>, <i>rechargement</i>)
P	<b>Prix</b> voler pendant des heures (Loyauté ◇◇◇ )
P	<b>HP</b>
P	Commence à 13
