# minor-void-elemental · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: a5b7491de500480f8caea17236bd08daec503d089f0d2cf902849bd36d89d1f1
# title: Élémentaire du vide
# nav_label: Élémentaire du vide
# description: L'Élémentaire du vide (Void Elemental), arcane mineur : une couronne démesurée qui lie un esprit primordial confus et furieux, invoqué par les Mots de l'Être.
PAGE	539
H3	Une couronne démesurée
P	◇, <i>magnifique, magique, ignifuge</i>
P	Un cercle de métal noir et brillant, serti de huit pointes d'éthérium. Elle est taillée pour une tête peut-être deux fois plus grande que la tienne, et reste toujours un peu froide au toucher. Même jetée dans la plus brûlante des fournaises, elle ne fondra ni même ne chauffera.
P	Quand tu <b><i>touches la couronne à mains nues et</i></b> <b><i>ouvres ton esprit</i></b>, tu peux parler à l'esprit primordial auquel la couronne est accordée. Mais pour percer entièrement les mystères de cette couronne, tu dois…
C	… risquer ton identité même en communiant avec cet esprit du vide.
C	… apprendre les Mots de l'Être, qui forceront l'esprit à se manifester.
C	… apprendre les Mots du Non-Être, qui renverront l'esprit chez lui.
C	… convaincre l'esprit de se manifester puis parvenir à le renvoyer.
H3	Élémentaire du vide
P	Loyauté : ◇◇◇
P	Quand tu <b><i>touches la couronne et prononces les Mots</i></b> <b><i>de l'Être</i></b>, l'esprit se manifeste. Traite-le comme un suivant, avec 3 Loyauté pour commencer (il ne peut jamais en gagner plus). Quand tu <b><i>touches la couronne et chantes</i></b> <b><i>les Mots du Non-Être</i></b>, l'esprit peut retourner au vide — s'il le veut.
ICON	icons/spirit.svg
H3	Élémentaire du vide
P	<i>Esprit, primordial, confus, furieux</i>
P	<b>HP</b> 15 ; <b>Armure</b> 1 (dépourvu d'organes)
P	<b>Dégâts</b> toucher du vide 1d10 avec avantage (<i>main</i>, <i>agrippant</i>, ignore l'armure)
P	<b>Qualités spéciales</b> immunisé à la plupart des dégâts <b>Instinct</b> rager contre tout ce bruit et ce chaos
P	• Se manifester comme un trou noir dans la réalité
P	• Éteindre une source d'énergie
P	• Devenir confus, ne sachant plus quoi faire
P	<b>HP</b>
P	Commence à 15
