# minor-nerth-serpents-vigor · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: 60c85c852075bce9d9a4c7bc86edf064a5d2d9cd0f93099ba53bfb54b15d94e4
# title: Vigueur du serpent Nerth
# nav_label: Vigueur du serpent Nerth
# description: Arcane mineur : un sentier rituel menant au serpent Nerth, dont le cœur dévoré confère une Vitalité qui ralentit le vieillissement.
PAGE	516
H3	Un sentier dans les bois
P	Au cœur du Grand Bois se dresse une pierre, gravée des pictogrammes rudimentaires du Peuple de la Forêt, montrant un sentier semé d'épreuves et menant à un grand pouvoir.
P	Si tu <b><i>t'engages sur le sentier au solstice d'été</i></b>, tu peux en débloquer les mystères, mais tu dois…
C	… suivre les sentiers tortueux en silence, jusqu'à apercevoir le Cerf Blanc.
C	… poursuivre le Cerf sur des lieues et des lieues, jusqu'à ce qu'il te mène à l'Arbre de Nerth.
C	… lutter contre l'étrange serpent qui vit dans l'arbre (<i>Livre II</i>, page 371), lui écrasant la vie et dévorant son cœur encore chaud.
P	Si plusieurs personnes suivent le sentier au cours d'un même solstice d'été, une seule d'entre elles peut atteindre l'Arbre de Nerth.
H3	Vigueur du serpent Nerth
P	Vitalité : ◇◇◇
P	Quand tu <b><i>écrases la vie du serpent Nerth et</i></b> <b><i>dévores son cœur encore chaud</i></b>, détiens 3 points de Vitalité.
P	Tant que tu détiens de la Vitalité, tu vieillis très lentement.
P	Dépense la Vitalité, 1 pour 1, pour :
B	Te débarrasser d'un poison, d'une maladie, ou d'une malédiction
B	Survivre à une blessure ou une plaie mortelle
B	Te rétablir complètement d'une blessure ou d'une infirmité permanente (avec quelques jours de repos)
B	Accomplir un exploit de force, de prouesse, ou d'endurance extraordinaire
P	Chaque fois que tu dépenses de la Vitalité, tu manifestes une marque permanente de la nature sauvage (bois de cerf, peau semblable à une fourrure, yeux animaux, etc.) ou une telle marque s'accentue. Dis-nous laquelle.
