# minor-the-green-lords-shade · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: 6bd4cf91ed76caef05ec79c4919e1ca845d0668c4dc8be3550993d3752ad597f
# title: L'Ombre du Seigneur Vert
# nav_label: L'Ombre du Seigneur Vert
# description: L'Ombre du Seigneur Vert (The Green Lord's Shade), arcane mineur : un crâne à bois d'ancien Seigneur Vert dont l'ombre répond aux questions, pour un prix.
PAGE	520
H3	Un étrange crâne à bois
P	<i>immobile, magique</i>
P	Un crâne, de la taille d'une tête de cheval mais clairement pas celui d'un cheval — ni d'un drake, ni d'un loup, ni d'un ours. Car aucune de ces bêtes ne porterait des bois aussi puissants que ceux fixés à ce crâne.
P	En y regardant de près, on distingue les volutes et torsades de glyphes anciens gravés dans l'os. Ceux qui se tiennent en sa présence ressentent souvent un courant d'air, comme si quelqu'un avait laissé une porte entrouverte.
P	Pour percer les secrets de cette relique, tu…
C	… dois apprendre le nom de l'ombre à qui appartenait ce crâne ; ou…
C	… utilises la manœuvre Appeler les Esprits du Béni pour invoquer l'ombre.
H3	L'Ombre du Seigneur Vert
P	Quand tu <b><i>fais une offrande de bon alcool, de fruits</i></b> <b><i>frais ou de viande fraîchement cuite et appelles l'ombre</i></b> <b><i>du crâne</i></b>, elle se manifeste devant toi dans les ombres.
P	L'ombre en sait beaucoup sur les temps anciens, les Seigneurs Verts et leurs œuvres. Elle n'a aucun pouvoir, mais peut répondre à des questions. Avant cela, elle exigera le droit de « te chevaucher » et de goûter aux plaisirs de la vie. (<b>Instinct</b> : assouvir ses désirs de plus en plus précis.)
P	Tant qu'elle te chevauche, l'ombre ne communique que par pulsions et désirs. Quand elle te <b><i>pousse</i></b> <b><i>à agir contre ta volonté</i></b>, marque 1 XP si tu obéis. Si tu résistes, tu Défies le Danger.
