# minor-bittersweet-elixir · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: 60519a0c208ea62461d8f088dc2ea8dc1c8d169feb96dfee0aa0940b25c62025
# title: Bittersüßes Elixier
# nav_label: Bittersüßes Elixier
# description: Bittersüßes Elixier (Bittersweet Elixir), ein kleines Arkanum aus Stonetop: ein Becken aus Rotholz, das Jahre deines Lebens in einen heilenden Trank aus Honig und Reue verwandelt.
PAGE	537
H3	Ein Becken aus Rotholz
P	◇◇, <i>magisch, schön</i>
P	Eine breite, flache Schale, beschnitzt mit Blumen und dornigen Ranken, die sich durch Schädel von Hirschen und anderen Tieren winden. Das Muster verändert sich, wenn du nicht hinsiehst; es ist nie zweimal genau gleich.
P	Um die Geheimnisse des Beckens zu entschlüsseln, musst du …
C	… dich mit dem Geist des Lebens und der Lebenskraft anfreunden, der darin wohnt.
C	… von einem Fae lernen, wie man Jahre seines Lebens in das Becken gießt.
C	… das Becken mit ein paar Jahren deines Lebens füllen.
P	Wenn du <b><i>die letzte Voraussetzung ankreuzt und</i></b> <b><i>dieses Arkanum entschlüsselst</i></b>, kreuze auf der anderen Seite dein aktuelles Alter an. Löse dann den Spielzug Bittersüßes Elixier aus.
H3	Bittersüßes Elixier
P	◇ jugendlich, ◇ reif, ◇ betagt
P	Wenn du <b><i>das Becken mit ein paar Jahren deines</i></b> <b><i>Lebens füllst</i></b>, wird es zu einem Trank aus Honig und Reue.
P	Kreuze entweder das nächste Alter oben an (und passe dein Aussehen an), weil die verlorenen Jahre dich einholen, oder kreuze eines der Folgenden an (deine Wahl):
C	Deine Stimmung schlägt dramatisch um (wie?)
C	Du siehst die Letzte Tür (wie ist sie?)
C	Senke STR, DEX oder CON um 1
C	Du hast weniger als ein Jahr zu leben
P	Wenn jemand <b><i>das ganze bittersüße Elixier austrinkt, direkt aus dem Becken</i></b>, wählt er 1:
B	Alle HP zurückgewinnen, alle Schwächungen löschen und alle aktiven problematischen Wunden heilen
B	Sich von allen Giften/Krankheiten reinigen
B	Sich bis zum Ende der nächsten Jahreszeit oder früher vollständig von einer dauerhaften Verletzung erholen
