# minor-runes-of-creation · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: d21e81fbeb568983fe157e242c9d45800dcfdebd7ac91503eaae5d095b20bf9e
# title: Runen der Schöpfung
# nav_label: Runen der Schöpfung
# description: Runen der Schöpfung (Runes of Creation), ein kleines Arkanum aus Stonetop: ein metallenes Rätselkästchen voller Runen, die Gegenstände verformen, unzerstörbar oder schön machen oder glühend erhitzen.
PAGE	539
H3	Ein metallenes Rätselkästchen
P	◇, <i>unzerstörbar</i>
P	Ein 15-cm-Würfel aus mattgrauem Metall, übersät mit Scharnieren, Knöpfen, Drehscheiben, Schiebern, Hebeln und dergleichen. Ein Werk wahnwitzigen Genies, das allen Versuchen widersteht, es mit roher Gewalt zu öffnen.
P	Um seine Geheimnisse zu entschlüsseln, musst du …
C	… +INT würfeln, um das Kästchen zu öffnen: <b>bei 10+</b> kostet es ein paar Tage Tüftelei; <b>bei 7-9</b> kostet es ein paar besessene Wochen; <b>bei 6-</b> übersteigt es deine Fähigkeiten.
C	… eine Jahreszeit damit verbringen, die an der Innenseite eingeätzten Symbole zu entziffern.
C	… riskieren, die Symbole nie entziffern zu können, und/oder dabei eine geistige Marotte zu entwickeln.
C	… mit einem Urgeist Zwiesprache halten und von ihm die Stillen Worte lernen.
C	… ein paar Wochen den Zauber üben und dabei allerlei Schaden und Kollateralschaden riskieren.
H3	Runen der Schöpfung
P	Wenn du <b><i>einen Gegenstand sorgfältig mit den</i></b> <b><i>Runen der Schöpfung beschriftest</i></b>, wähle 1 gewünschte Wirkung:
B	Er fließt in jede Form, die du dir vorstellst
B	Er wird <i>unzerstörbar</i>
B	Er wird <i>schön</i>
B	Er lodert in schrecklicher Hitze (1d10 Schaden, <i>blutig</i>), wenn auch nur einen Augenblick
P	Wenn du <b><i>das Stille Wort sprichst, das</i></b> <b><i>den Zauber vollendet</i></b> (Entfernung <i>fern</i>), kreuze eine Schwächung an, während elementare Kräfte durch dich in den Gegenstand fließen. Die Wirkung tritt ein, aber würfle +CON: <b>bei 10+</b> wähle 1; <b>bei 7-9</b> wähle 1 und die SL wählt eine weitere; <b>bei 6-</b> alle 3.
B	Kreuze eine weitere Schwächung an und verliere 1d10 HP
B	Die Elemente geraten außer Kontrolle und lösen ein Feuer/Erdbeben/eine Lawine/einen Sturm usw. aus
B	Die Wirkung hält nur an, solange du dich darauf konzentrierst, und dann wird der Gegenstand auf eine Weise nach Wahl der SL beschädigt
P	64
