# minor-the-eye-opened · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: 0e13cd32e023a62ae38aa24b277b9f070ae4f81362a07bbb0531811102862835
# title: Das Auge, geöffnet
# nav_label: Das Auge, geöffnet
# description: Das Auge, geöffnet (The Eye, Opened), ein kleines Arkanum aus Stonetop: ein schimmernder Schlüssel der Erbauer, der dein inneres Auge öffnet, sodass du Geister, Auren und wahre Absichten siehst.
PAGE	519
H3	Ein … Schlüssel?
P	<i>magisch</i>, <i>furchterregend</i>
P	In einem Hort der Erbauer verborgen liegt ein schimmerndes weißes Ding, wie ein Schlüssel, schätze ich, aber kein bestimmter Schlüssel, eher die <i>Idee</i> des Schlüsselseins. Es tut weh, es direkt anzusehen; es macht dir dein eigenes sterbendes Fleisch bewusst.
P	Du entschlüsselst nicht so sehr die Geheimnisse dieses Schlüssels, sondern er schließt dich auf. Aber nur, wenn du …
C	… deine Furcht meisterst und dich zwingst, ihn zu berühren.
C	… festhältst, während er Geist und Seele erschüttert, und dich weigerst loszulassen.
C	… ein paar Wochen mit schrecklichen Migränen und Farbblitzen zurechtkommst und lernst, das neue innere Auge zu beruhigen und zu beherrschen.
H3	Das Auge, geöffnet
P	Wenn du <b><i>ein paar Minuten still meditierst und dein inneres Auge öffnest</i></b>, erscheint es als leuchtender Lichtpunkt auf deiner Stirn. Gewöhnliche Materie und Energie erscheinen dir matt und farblos, doch Geister und Auren siehst du in leuchtenden Einzelheiten.
P	Solange dein <b><i>inneres Auge geöffnet ist</i></b>, kannst du die SL fragen: „Welche denkenden Wesen sind hier anwesend?“,
P	und erhältst eine ehrliche Antwort.
P	Wenn du <b><i>Erkenntnis suchst, während dein inneres Auge</i></b> <b><i>geöffnet ist</i></b>, kannst du stattdessen folgende Fragen stellen:
B	Lügen sie oder versuchen sie, mich in die Irre zu führen?
B	Was fühlen sie gerade wirklich?
B	Was haben sie vor?
B	Wovor fürchten sie sich hier am meisten?
B	Kontrolliert etwas ihren Geist, ihre Gefühle oder ihre Handlungen, und wenn ja, was?
P	24
