# minor-sublime-words · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: 06869124b258cf64d57ff32c5a09fec1b73522f079f6687c29649e759af9ee8f
# title: Erhabene Worte
# nav_label: Erhabene Worte
# description: Erhabene Worte (Sublime Words), ein kleines Arkanum aus Stonetop: die Worte der Ustrina, mit denen du auf Kosten deiner Stimme Dinge von wahrer Schönheit erschaffst.
PAGE	533
H3	Die Geschichte eines Schürfers
P	„Eine Ustrina hat mir mal einen Spiegel angeboten, ein makelloses Ding in goldenem Rahmen. Er zeigte <i>mich</i>, aber … ein besseres Ich, verstehst du? Sie haben gesagt, wer ihn gemacht hat, eine der Schmiedeherren, glaube ich? Sagten, sie habe ‚ihre Erhabenen Worte hineingegossen‘, was auch immer das heißen mag. Ihren Preis konnte ich nicht zahlen. Aber diesen Spiegel werde ich nie vergessen, und auch nicht, wie ich mich dabei gefühlt habe.“
P	Der alte Mann wurde tot aufgefunden, aber du vermutest, dass an seiner Geschichte etwas Wahres ist. Um ihre Geheimnisse zu entschlüsseln, musst du …
C	… in einer Kunst oder einem Handwerk bewandert sein (Töpferei, Weberei, Schmiedekunst usw.).
C	… eine Ustrina finden, die fähig und willens ist, dich die Erhabenen Worte zu lehren.
C	… eine Jahreszeit bei der Ustrina lernen und die Worte üben.
C	… riskieren, die Worte nie zu meistern oder deiner Stimme dauerhaft zu schaden.
H3	Erhabene Worte
P	◇ raue Stimme, ◇ Hustenanfälle, ◇ stumm
P	Wenn du <b><i>Vorräte (Wert 2) und eine ganze</i></b>
P	<b><i>Jahreszeit mit Handwerksarbeit verbringst und dabei unablässig die Erhabenen Worte</i></b>
P	<b><i>singst,</i></b> würfle +WIS. Was auch immer geschieht, du hast deiner Stimme geschadet (kreuze oben einen Zustand an), aber ein Ding von wahrer Schönheit geschaffen (Wert 4). <b>Bei 10+</b> wähle 1, oder 2 und schade deiner Stimme weiter; <b>bei</b> <b>7-9</b> wähle 1 und schade deiner Stimme weiter.
B	Seine Schönheit überdauert die Zeitalter
B	Es lindert Schmerz und hebt die Trauer
B	Es spornt andere an, sich zu bessern
P	<b>Bei 6-</b> schürt es Gier bei denen, die es sehen, und Furcht bei denen, die es besitzen, und noch schlimmer, wenn diese Eigenschaften schon vorhanden waren. Rechne mit Blutvergießen.
P	Wenn du <b><i>deine Stimme eine Jahreszeit lang schonst</i></b> (kein Schreien, wenig Reden, keine Erhabenen Worte), lösche einen Zustand oben.
P	52
