# minor-hand-of-aals-sannan · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: 2d2efb822e688b20e19ee93e6a9a75f75d5ef49203e5fb49fb8859ad8f119f2b
# title: Hand des Aals Sannan
# nav_label: Hand des Aals Sannan
# description: Hand des Aals Sannan (Hand of Aals Sannan), ein kleines Arkanum aus Stonetop: die mumifizierte Hand eines Zauberers, deren blutgetränkte Kristalle dich heilen und dich ihm Stück für Stück ähnlicher machen.
PAGE	536
H3	Eine mumifizierte Hand
P	◇, <i>magisch, zerbrechlich</i>
P	Gefunden in einem gravierten Bleikästchen, ist diese grausige Reliquie mit drei goldenen Ringen geschmückt (Wert 2).
P	Jeder Ring hat eine leere Fassung, als sollte er einen Stein halten. Nur dunkle, rostartige Flocken sind übrig.
P	Die Hand pulsiert noch immer vor unheiliger Lebenskraft. Um ihre Geheimnisse zu entschlüsseln, musst du …
C	… den Namen des Zauberers erfahren, dem diese Hand gehörte.
C	… die Worte der Macht und das unten beschriebene Verfahren lernen.
C	… in drei getrennten Nächten jeweils ein anderes Stück roten Kristalls (Wert 1) in einer Schale deines eigenen frischen Blutes (5 HP, kreuze eine Schwächung an) tränken, dabei die ganze Nacht Worte der Macht singen und dann den noch tropfenden Kristall in einen der Ringe fassen, die die Hand schmücken.
H3	Hand des Aals Sannan
P	Wenn du (und nur du) <b><i>die Hand berührst und</i></b> <b><i>den Namen Aals Sannan aussprichst,</i></b> werden alle drei Kristalle trüb, und die Macht des längst toten Zauberers durchströmt dich. Setze deine HP auf das Maximum, lösche deine Schwächungen und heile alle problematischen Wunden (wenn du im Sterben lagst, tust du es nicht mehr). Kreuze außerdem eines an:
P	◇ Ein Teil deines Aussehens verändert sich und wird Aals Sannan ähnlicher.
P	◇ Dein Instinkt ändert sich zu etwas Zynischerem/Manipulativerem/Ehrgeizigerem.
P	◇ Dein Herz verhärtet sich gegenüber jemandem, der dir am Herzen liegt, sodass du ihn nur noch als Werkzeug oder Bedrohung siehst.
P	Wenn <b><i>alle drei angekreuzt wurden</i></b>, zerfallen die drei Kristalle zu Staub. Lösche alle drei Markierungen, ihre Wirkungen bleiben aber bestehen. Lösche außerdem die letzten drei Kästchen auf der Vorderseite dieser Karte. Bis du alle drei Kristalle ersetzt hast, kannst du dieses Arkanum nicht nutzen.
