# minor-goldleaf-cloak · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: 0ffdc246939001d8a9fe743d0a27e8171dfed39a346cb88c5aef682be0075389
# title: Goldblatt-Umhang
# nav_label: Goldblatt-Umhang
# description: Goldblatt-Umhang (Goldleaf Cloak), ein kleines Arkanum aus Stonetop: ein riesiges Blatt der Goldenen Eiche, gegerbt zu einem Umhang, der deine Lebenskraft schützt und dich nach dem Tod zurückkehren lässt.
PAGE	517
H3	Ein riesiges Eichenblatt
P	◇, <i>magisch</i>
P	Etwa 1,8 m lang, wachsartig und steif, schimmernd in goldenem Glanz. Ist das wirklich ein Blatt der Goldenen Eiche (Golden Oak)?
P	Du kannst das Blatt in einen wundersamen Umhang verwandeln, aber dazu musst du …
C	… die Geheimnisse seiner Herstellung lernen (von einem Fae, einem Geist der Wildnis oder vielleicht einem bevorzugten Diener Danus).
C	… das Blatt mit einer Mischung aus Kalkwasser, Krähenkot, dem Hirn eines Höhlenbären und deinem eigenen Blut gerben.
C	… es von einem Schneider von <i>außergewöhnlichem</i> Geschick genau auf deine Maße anpassen lassen.
H3	Goldblatt-Umhang
P	◇, <i>warm</i>, <i>magisch</i>
P	Wenn du <b><i>einen Goldblatt-Umhang trägst, den du</i></b> <b><i>selbst gegerbt hast und der genau auf deine</i></b> <b><i>Maße angepasst wurde</i></b>, trifft all dies zu:
B	Du bist immun gegen Wirkungen, die deine Lebenskraft, Energie oder Lebensenergie entziehen, stehlen oder auslöschen.
B	Du bist immun gegen Wirkungen, die deine Gefühle beruhigen oder dämpfen.
B	Dich umgibt ein ständiges goldenes Leuchten (<i>Hand</i>, <i>Fläche</i>), was es nahezu unmöglich macht, dich zu verstecken.
P	Wenn du <b><i>stirbst und in der Erde begraben wirst,</i></b> <b><i>in deinen Goldblatt-Umhang gehüllt</i></b>, kehrst du ins Leben zurück, als wärst du an den Wurzeln der Goldenen Eiche begraben worden. Dein Umhang jedoch verrottet zu Mulch und Fetzen.
