# minor-laoj-daveths-galvanic-infusion · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: 19d905a17a1c6cdd4e449b0b3c9cfe444a196b16783503f90a520f79a999d42d
# title: Laoj Daveths Galvanische Infusion
# nav_label: Laoj Daveths Galvanische Infusion
# description: Laoj Daveths Galvanische Infusion (Laoj Daveth's Galvanic Infusion), ein kleines Arkanum aus Stonetop: ein alter Brief mit einer Geistesübung, die dir die verborgene Kraft des Ätheriums einflößt.
PAGE	508
H3	Eine alte Schriftrollenhülle
P	◇, <i>zerbrechlich</i>
P	Eine lederne Schriftrollenhülle, rissig und vom Alter abgenutzt.
P	Darin liegen ein zerfledderter Brief und zwei kleine, bläuliche Barren. Es ist ein Brief in einer älteren Mundart des Hügelvolks (Hillfolk), von einem Lehrling an seinen Meister. Er beschreibt eine Geistesübung, um verborgene Kraft aus Ätherium zu ziehen.
P	Aus der Schriftrolle kannst du <b>Laoj Daveths Galvanische Infusion</b> lernen, aber …
C	… du musst den Brief übersetzen.
C	… es kostet ein paar Wochen hingebungsvollen Studiums.
C	… du verbrauchst einen der Ätheriumbarren (oder eine andere Ätheriumquelle).
C	… du riskierst, dir einen Stromschlag zu verpassen und/oder den anderen Barren zu verbrauchen.
H3	Laoj Daveths Galvanische Infusion
P	Wenn du <b><i>ein Stück Ätherium berührst und</i></b> <b><i>seine Kraft in dich ziehst</i></b>, würfle +CON: <b>bei 7+</b> nimmst du die Kraft auf und erhältst 1d8 HP (selbst wenn du dadurch dein HP-Maximum überschreitest); <b>aber bei 7-9</b> ist das Ätherium ausgelaugt und zerfällt zu einer kreidigen Masse aus Grünspan.
P	Der Zauber hält an, bis du ihn beendest oder bei irgendeinem Spielzug eine 6- würfelst. Solange er anhält, musst du nicht schlafen und bleibst hellwach und konzentriert – erhalte Vorteil auf alle Würfe mit WIS.
P	Bleibst du länger als ein paar Tage wach, wird dein Körper immer erschöpfter, und du riskierst Halluzinationen, Verfolgungswahn und Sucht.
P	Wenn <b><i>der Zauber endet,</i></b> verlierst du 1d8 HP.
