# minor-ward-of-still-waters · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: 197890ea2cfde61af3bd61249dd48a901e3e1e3585a461aa576eb0fa562368f1
# title: Schutz der Stillen Wasser
# nav_label: Schutz der Stillen Wasser
# description: Schutz der Stillen Wasser (Ward of Still Waters), ein kleines Arkanum aus Stonetop: ein klarer Bergteich über Magneteisenstein, dessen Wasser Magie ablenkt, die deinen Geist berühren will.
PAGE	514
H3	Ein klarer, natürlicher Teich
P	Hoch in den Hügeln füllt ein Schmelzwasserbach einen tiefen Teich zwischen den Felsen, bevor er weiterfließt. Am Grund des Teichs liegt ein großes Vorkommen von Magneteisenstein. Man sieht alte, verrostete Klingen (viele in Riesengröße) am Magneteisenstein haften.
P	Hier ist Magie am Werk; um ihre Geheimnisse zu entschlüsseln, musst du entweder …
C	… etwa eine Woche am Teich experimentieren und dann +INT würfeln: <b>bei 10+</b> findest du es heraus; <b>bei 7-9</b> kein Glück; <b>bei 6-</b> wirst du von einer Gefahr unterbrochen; oder …
C	… einen Augenzeugenbericht darüber erhalten, wie die Kräfte des Teichs genutzt wurden.
P	Vorderseite 14 Rückseite Beginnt bei 13
H3	Schutz der Stillen Wasser
P	Belastung: ◇◇◇◇◇◇◇
P	Wenn du <b><i>dich mit Eisen oder Stahl schneidest und</i></b> <b><i>das blutige Metall in den Teich wirfst</i></b>, gehst du eine Bindung mit den Wassern ein. Solange du ein Fläschchen mit dem Wasser des Teichs bei dir trägst, bist du durch den Schutz der Stillen Wasser geschützt.
P	Wenn du so geschützt bist und <b><i>Magie ausgesetzt wirst,</i></b> <b><i>die versucht, deine Gedanken, Handlungen oder Gefühle</i></b> <b><i>zu erspüren oder zu beeinflussen</i></b>, zielt die Magie stattdessen auf die stillen Wasser des Teichs – was die Quelle der Magie womöglich verwirrt.
P	Jedes Mal, wenn dich der Schutz der Stillen Wasser beschützt, kreuze 1 Belastung an und würfle dann 1d6. Würfelst du weniger als deine aktuelle Belastung, verliert das Wasser, das du bei dir trägst, seine Wirkung. Wenn du <b><i>zum Teich zurückkehrst</i></b> <b><i>und deine Bindung erneuerst</i></b>, lösche alle Belastung.
