# minor-the-drowning-scale · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: 5beff948e9dbf102fd2bef570c1cf45dde2c9eb8f637f152d716cb48c8ec7601
# title: Die Ertrinkerschuppe
# nav_label: Die Ertrinkerschuppe
# description: Die Ertrinkerschuppe (The Drowning Scale), ein kleines Arkanum aus Stonetop: ein flüsternder Anhänger, der letzte Atemzüge sammelt, damit du ohne Luft auskommst und Kälte trotzt.
PAGE	518
H3	Ein seltsamer Anhänger
P	<i>magisch</i>
P	Ein seltsamer Talisman an einer schlichten Lederschnur, wie eine Schuppe aus einem schimmernden Material. Er fühlt sich kalt und klamm an. Als du ihn zum ersten Mal anlegst, erschauern alle in der Nähe vor Kälte. Kurz darauf beginnst du das raue, einatmende Flüstern zu hören.
P	Um die Geheimnisse des Anhängers zu entschlüsseln …
C	… trag ihn einen Mondzyklus lang ununterbrochen und beantworte seine Fragen ehrlich.
C	… halte dich unter Wasser, bis du zu ertrinken drohst.
C	… ertränke einen anderen Menschen und biete dem Anhänger seine letzten Atemzüge dar.
H3	Die Ertrinkerschuppe
P	Atem: ◇◇◇
P	Wenn du <b><i>dich über einen Sterbenden beugst, ihm</i></b> <b><i>den letzten Atemzug aussaugst und ihn in den Anhänger hauchst</i></b>, würfle +CON: <b>bei 10+</b> halte +1 Atem; <b>bei 7-9</b> wähle 1:
B	Halte 1 Atem, doch er zerrt an deiner Lunge; kreuze <i>niedergeschlagen</i> an und erleide einen üblen Hustenanfall.
B	Der Anhänger saugt den letzten Atemzug gierig ein, wird kälter und seufzt; du ziehst leider keinen Nutzen daraus.
P	Solange du Atem hältst, macht dir extreme Kälte nichts aus und schadet dir nicht. Gib 1 Atem aus, um bis zu eine Stunde lang ohne Luft auszukommen.
P	Wenn du <b><i>den Anhänger abnimmst</i></b>, verlierst du allen Atem, den du hältst.
