# minor-shell-game-of-souls · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: 28ab5d54aed35c5cfa8bfa1dbac3edc6425fd9510c73e3cc9c451679bb5792e4
# title: Hütchenspiel der Seelen
# nav_label: Hütchenspiel der Seelen
# description: Hütchenspiel der Seelen (Shell Game of Souls), ein kleines Arkanum aus Stonetop: Runen in einer Kalksteinhöhle, mit denen du die Seelen Sterbender an dein Fleisch bindest, damit sie an deiner Stelle durch die Letzte Tür gehen.
PAGE	510
H3	Ritzungen in einer Höhle
P	Am Grund eines Erdfalls liegt eine Kalksteinhöhle.
P	Ein vermoderndes Skelett lehnt zusammengesunken an einer Wand und trägt Spuren, dass es erhängt wurde. Doch in die Höhlenwände sind Runen geritzt, von Mineralablagerungen überkrustet.
P	Du kannst die Runen studieren und die Geheimnisse lernen, die sie bergen, aber …
C	… du musst die Runen in ein paar Wochen Arbeit sorgfältig wiederherstellen.
C	… du riskierst, sie bei der Arbeit zu zerstören.
C	… du musst die alten Schriften entziffern, die den Runen der Steinherren (Stone Lords) ähneln.
C	… es dauert dann ein paar Tage Studium.
H3	Hütchenspiel der Seelen
P	Seelen (max. CON): ◇◇◇
P	Wenn du <b><i>ein sterbendes, intelligentes Wesen berührst und dabei seinen Namen und Worte der Bindung sprichst</i></b>, würfle +INT:
P	<b>bei 10+</b> bindest du seine Seele an dein Fleisch; <b>bei</b> <b>7-9</b> bindest du seine Seele, schwächst aber deine eigene – senke deine maximalen HP um 1d4+1.
P	Dein Fleisch kann so viele Seelen binden, wie deine CON beträgt. Sie zeigen sich in Träumen und ringen um die Kontrolle, wenn dein Geist oder Körper schwach ist. Schreib ihre Namen hier auf:
P	Wenn du <b><i>An der Schwelle des Todes eine 6- würfelst</i></b>, kannst du eine gebundene Seele freigeben, damit sie an deiner Stelle durch die Letzte Tür geht. Tust du das, überlebst du, als hättest du eine 7-9 gewürfelt. Dein Körper trägt aber noch die Spuren dessen, was dich getötet hätte.
