# minor-opening-the-way · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: 27eb42b8ac31eb1208c4715f84daab1e345c0984da62fa44a675b5e875b63881
# title: Den Weg öffnen
# nav_label: Den Weg öffnen
# description: Den Weg öffnen (Opening the Way), ein kleines Arkanum aus Stonetop: ein uralter Brief mit Siegeln, die mit Zinnobertinte Durchgänge zwischen fernen Portalen öffnen.
PAGE	517
H3	Ein uraltes Schreiben
P	<i>zerbrechlich</i>
P	Ein Brief auf verblichenem, löchrigem Papyrus, in einer altertümlichen Form des Südländischen verfasst. Er lädt „Boas“ ein, „über dein nächstgelegenes Portal“ zu Besuch zu kommen, mit Anweisungen und einem Kreis arkaner Siegel. „Frag nach Calcus, wenn du ankommst.“
P	Um die Geheimnisse dieser Portale zu entschlüsseln, musst du …
C	… die altertümliche Mundart übersetzen.
C	… ein Portal finden (ein anderes als das im Schreiben abgebildete).
C	… herausfinden, wie man „das Axiom der örtlichen Ansteckung anruft“.
C	… einen Beutel Zinnoberpulver ◇ beschaffen (1d4+8 Anwendungen, Wert 2).
C	… den Zauber zum ersten Mal zu wirken versuchen und riskieren, dass er misslingt.
H3	Den Weg öffnen
P	◇ Beutel Zinnoberpulver (◇◇◇◇◇◇◇◇◇◇◇◇ Anwendungen, Wert 2)
P	Wenn du <b><i>mit Tinte aus Zinnoberpulver</i></b> <b><i>die Siegel eines Portals sorgfältig innerhalb der</i></b> <b><i>dauerhaften Siegel eines anderen nachzeichnest und dann</i></b> <b><i>das Axiom der örtlichen Ansteckung anrufst</i></b>, öffnet sich ein Durchgang zwischen den Portalen und bleibt bestehen, bis du dich von ihnen entfernst oder das Axiom aufhebst. Die von dir gezeichneten Siegel verschwinden dann. Der Durchgang durch die Portale ist meist sicher und augenblicklich.
P	Wenn du <b><i>vor einem Portal stehst und die</i></b> <b><i>Siegel eines anderen Portals vollkommen in deinem Geist hältst</i></b>, kreuze eine Schwächung an, um diese Siegel als Linien aus leuchtendem Licht erscheinen zu lassen. Wenn du <b><i>dann das</i></b> <b><i>Axiom der örtlichen Ansteckung anrufst</i></b>, würfle +INT: <b>bei 10+</b> öffnen sich die Portale, schließen sich aber, sobald deine Konzentration nachlässt; <b>bei 7-9</b> wie bei 10+, aber nur, wenn du eine weitere Schwächung ankreuzt; <b>bei 6-</b> kreuze eine Schwächung an und du wirst vor Anstrengung ohnmächtig.
P	20
