# minor-witch-bottle · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: 0a755a37d2a63ad9f22cec31ed926311d84c439d53ce30f00859b0c7d16d609c
# title: Hexenflasche
# nav_label: Hexenflasche
# description: Hexenflasche (Witch Bottle), ein kleines Arkanum aus Stonetop: eine silbrig geäderte Glasflasche, mit der du über Haar und Besitz eines Menschen Macht über seine Sinne, Träume und Gefühle erlangst.
PAGE	529
H3	Eine silbrige Glasflasche
P	◇, <i>zerbrechlich</i>, <i>magisch</i>
P	Etwa 25 cm hoch, oben verjüngt, aus altem, verzogenem Glas, das von silbrigen Schlieren durchzogen ist wie die Spuren, die Schnecken hinterlassen. Die Muster im Glas scheinen bei jedem Hinsehen anders, verschieben sich fast, während du zusiehst. Dir tränen die Augen, dir dreht sich der Kopf.
P	Du kannst die Geheimnisse dieser alten Glasflasche entschlüsseln, aber du musst entweder …
C	… jemanden finden, der ihre Wirkungsweise kennt, und ihn dazu bringen, dich zu unterrichten; oder …
C	… die Flasche mit Quellwasser und halluzinogenen Pilzen füllen und sie zwei Wochen im Dunkeln ziehen lassen.
C	… den Inhalt trinken und riskieren, nichts zu lernen, während du Übelkeit und Albträume durchleidest.
H3	Hexenflasche
P	Macht ◇◇◇
P	Wenn du <b><i>Haarsträhnen eines Menschen um</i></b> <b><i>einen Gegenstand bindest, den er gemacht oder besessen hat, sie anzündest</i></b> <b><i>und noch brennend in die leere Flasche fallen lässt,</i></b> halte 3 Macht über ihn. Die Glut brennt und glimmt weiter, bis die Macht aufgebraucht ist. Gib 1 Macht aus, während du seinen wahren Namen sprichst, um …
B	Seine Sinne zu verdrehen, sodass er etwas Unwahres wahrnimmt
B	Ihn mit Albträumen zu plagen, bis er sich in Regen oder Schnee wäscht
B	Ein Gefühl in seinem Herzen anschwellen zu lassen, das ihn womöglich überwältigt
P	Findet und zerbricht die Person, über die du gerade Macht hältst, die Hexenflasche, erleidest du selbst alle Qualen, die du je damit zugefügt hast.
P	44
