# minor-groundskimmer · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: 9c7a664ddb726cc31d443a9a2dac8e99e10a0570c9fa11faab08631e1e96fcac
# title: Bodengleiter
# nav_label: Bodengleiter
# description: Bodengleiter (Groundskimmer), ein kleines Arkanum aus Stonetop: ein verfallenes Doppelkanu mit Ätheriumbändern, das, wiederhergestellt, über dem Boden schwebend durch das Land segelt.
PAGE	532
H3	Ein seltsames Gefährt
P	<i>groß, magisch, zerbrechlich</i>
P	Es ist wie zwei der Kanus, die man in Marschrand (Marshedge) benutzt, nur größer und mit großen Flossen am Heck.
P	Sie sind mit Balken verbunden, und obendrauf sitzt eine Plattform. Auf einem Kanu ragt ein hoher Mast, in der Mitte abgebrochen, an dem noch ein zerrissenes Stoffdreieck hängt. Ein Großteil des Holzes ist verrottet. Die Kanus sind mit Ätherium beschlagen und mit Steinen beschwert.
P	Du vermutest, dass es eine Art Fahrzeug ist, doch um seine Geheimnisse zu entschlüsseln …
C	… brauchst du einen geschickten Zimmermann, gutes Holz (Wert 2), ein neues Segel (Wert 1) und eine Jahreszeit für die Reparaturen.
C	… riskierst du, es weiter zu beschädigen und/oder dass es/das Ätherium davonschwebt.
C	… musst du dich auf das Ätherium einstimmen, um zu steuern, wie stark es schwebt.
C	… und ein anderer muss eine Jahreszeit damit verbringen, das Ding segeln zu lernen, und dabei Verletzungen und Schäden am Gefährt riskieren.
H3	Bodengleiter
P	<i>groß, magisch, gefährlich,</i> braucht eine Besatzung von 2 Der Bodengleiter kann etwa so viel tragen wie ein voll beladener Wagen. Wenn du <b><i>die Ruderpinne ergreifst</i></b> <b><i>und dich konzentrierst</i></b>, kannst du einstellen, wie stark das Ätherium des Gefährts die Erde abstößt. Wenn du <b><i>es richtig</i></b> <b><i>auf seine aktuelle Last einstellst</i></b>, schwebt es ein, zwei Meter über dem Boden und kann über das Land segeln. Bei gutem Wind und sicherem Tempo kann es das Flachland in etwa 8 Stunden durchqueren. Gegen den Wind zu segeln ist viel langsamer und erfordert einen Zickzackkurs.
P	Schlechtes Wetter, hohe Geschwindigkeit, zu hohes Fliegen, unwegsames Gelände, Ausweichen vor Hindernissen, Schaden, Aufprall und plötzliche Laständerungen erfordern alle, der Gefahr zu trotzen (durch dich/deine Besatzung/deine Passagiere).
P	Den Großen Wald zu durchsegeln ist unmöglich (zu dicht). Im Stufenland, im Vorgebirge oder in den Bergen abseits der Straßen zu fahren ist Selbstmord; selbst auf den Straßen der Erbauer zu bleiben ist in diesen Gegenden gefährlich.
