# minor-shattering-words-of-aalz-childric · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: 90466b869d4dd63fef8b8ba7510e93f81dd2542b6fdf5001cf81b04be76c218d
# title: Zerschmetternde Worte des Aalz Childric
# nav_label: Zerschmetternde Worte des Aalz Childric
# description: Zerschmetternde Worte des Aalz Childric (Shattering Words of Aalz Childric), ein kleines Arkanum aus Stonetop: Runen auf den Säulen einer Riesenfestung, die, in Stein gemeißelt, ihn auf ein Schlüsselwort hin zerbersten lassen.
PAGE	513
H3	Runengeätzte Säulen
P	<i>magisch</i>
P	Tief unter einer riesigen, verfallenen Festung liegt eine gewölbte Kammer, einst ein Lagerraum, doch vor langer, langer Zeit geplündert. Gleich hinter dem Eingang liegt ein Riesenskelett mit dem Gesicht nach unten, Schädel und Rippen eingeschlagen.
P	Vier Säulen tragen die Decke, beschnitzt mit einer Reihe riesiger Runen, die vor Macht summen. Du kannst ihre Geheimnisse entschlüsseln, aber …
C	… du musst ein paar Tage die Runen studieren und ihre Abfolge auswendig lernen.
C	… du musst ein paar Wochen über die Magie meditieren, die sie durchdringt.
C	… du riskierst, den in den Runen enthaltenen Zauber auszulösen und das ganze Bauwerk zum Einsturz zu bringen.
H3	Zerschmetternde Worte des Aalz Childric
P	Wenn du <b><i>die zerschmetternden Worte des Aalz</i></b> <b><i>Childric in Stein oder Fels meißelst</i></b>, lege ein Schlüsselwort oder eine Schlüsselphrase fest.
P	Wenn du oder ein anderer <b><i>das Schlüsselwort oder die</i></b> <b><i>Schlüsselphrase sprecht und den Zauber auslösen wollt</i></b>, würfelst du
P	+CON: <b>bei 10+</b> zerbirst der runenbeschnitzte Stein und zerfällt sofort zu Schutt; <b>bei 7-9</b> reißt der Stein und verzieht sich und zerbricht langsam in mehrere Stücke.
