# minor-flaming-sword · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: 61007e396dda1a172bb1cb4589484548a027f8d49c7d40d86f0751366e7df02a
# title: Flammenschwert
# nav_label: Flammenschwert
# description: Flammenschwert (Flaming Sword), ein kleines Arkanum aus Stonetop: eine rostige Stahlklinge mit einem ruhmsüchtigen Feuergeist, die im Kampf immer heißer lodert.
PAGE	534
H3	Eine rostige Stahlklinge
P	◇, <i>nah</i>, <i>roh</i>
P	Offenbar war sie einst eine sehr, sehr feine Klinge. Der Stahl trägt ein Muster runenartiger Wirbel, zumindest dort, wo der Rost nicht überhandgenommen hat. Das Heft ist geschwärzt, mit Resten einer Lederwicklung, die vor langer Zeit verbrannt ist. Das Metall fühlt sich heiß an, als hätte es stundenlang in der Sommersonne gelegen.
P	Um die Geheimnisse dieser Waffe zu entschlüsseln, musst du …
C	… die Klinge wiederherstellen, wofür du Zugang zu einer Schmiede, ein paar Wochen Arbeit und nicht wenig Geschick brauchst.
C	… mit dem Feuergeist im Stahl Zwiesprache halten (<b>Instinkt</b> nach Ruhm zu streben) und ihn überzeugen, dass du würdig bist, die Klinge zu führen.
C	… eine Scheide beschaffen, die dem Feuer und der Hitze einer Esse standhält.
H3	Flammenschwert
P	◇, <i>nah</i>, <i>schön</i>, +1 Schaden, 1 durchdringend
P	Glut: ◇ null, ◇ 1d4, ◇ 1d6, ◇ 1d8, ◇ 1d10
P	Wenn du <b><i>den Feuergeist darin anrufst,</i></b> geht die Klinge in Flammen auf (+<i>magisch</i>, +<i>gefährlich</i>) und spendet Licht (<i>Reichweite</i>, <i>Fläche</i>). Das Heft wird heiß; trag dicke Handschuhe!
P	Wenn du <b><i>mit dem Flammenschwert Klingen kreuzt</i></b>, erhöhe den Glutwürfel um eine Stufe, nachdem du den Spielzug abgehandelt und Schaden verursacht hast.
P	Wenn du <b><i>würfelst, um einen Spielzug zu machen, während du</i></b> <b><i>das Schwert führst</i></b>, erleide Schaden in Höhe des Glutwürfels (ignoriert Rüstung).
P	Wenn du <b><i>mit dem Schwert Schaden verursachst</i></b>, addiere den Glutwürfel.
P	Wenn du <b><i>das Schwert in die Scheide steckst</i></b>, erlischt das Feuer und kann erst wieder entfacht werden, wenn der Glutwürfel auf null steht.
P	Senke den Glutwürfel einmal pro Stunde.
