# minor-the-sylvan-web · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: 05a21a27404d023df7eb72c2411d0eabb7e03d4c727e119c5abd6a2e0f4aeeb7
# title: Das Netz des Waldes
# nav_label: Das Netz des Waldes
# description: Das Netz des Waldes (The Sylvan Web), ein kleines Arkanum aus Stonetop: ein Fleck Regenbogenmoos im Großen Wald, durch den dein Geist in den Wald selbst eintaucht, um Gesuchtes aufzuspüren.
PAGE	521
H3	Ein Fleck Regenbogenmoos
P	<i>magisch</i>
P	Im Großen Wald (Great Wood) findet sich ein Gehölz aus vielen verschiedenen Baumarten, das Licht unter ihrem Blätterdach ist dämmrig und der Boden knorrig von ineinander verflochtenen Wurzeln. In der Mitte: ein Fleck aus dichtem, vielfarbigem Moos.
P	Um die Geheimnisse dieses Ortes zu entschlüsseln, musst du …
C	… dich in das Moos legen und seine Ranken mit deiner Haut verwachsen lassen.
C	… dein Bewusstsein in den Wald selbst treiben lassen, auf die Gefahr hin, dich zu verlieren oder den Zorn feindseliger Geister auf dich zu ziehen.
C	… wochenlang das Moos aufsuchen, deinen Geist treiben lassen und lernen, die Welt durch die Sinne des Waldes wahrzunehmen.
H3	Das Netz des Waldes
P	Wenn du <b><i>dich in das Regenbogenmoos legst und</i></b> <b><i>deinen Geist in den Großen Wald aussendest</i></b>, sag, wonach du suchst, und würfle +WIS: <b>bei 10+</b> wähle 3; <b>bei</b> <b>7-9</b> wähle 1.
B	Du erfährst, wo sich das Gesuchte befindet
B	Du bekommst eine Ahnung davon, was das Gesuchte zuletzt getan hat oder was um es herum vorgeht
B	Du entdeckst etwas Unerwartetes über den Wald oder über das, was sich darin findet (frag die SL, was du erfährst)
B	Du treibst nur etwa eine Stunde umher (sonst den ganzen Tag)
P	Was auch immer du erfährst, es ist durch die Sinne des Waldes begrenzt und gefiltert.
P	28
