# minor-sanctifying-mark · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: be2f4732f46299b0fcc0eac23b36eddd1b1727c923c31ddded33c7a14d5a95d6
# title: Heiligendes Zeichen
# nav_label: Heiligendes Zeichen
# description: Heiligendes Zeichen (Sanctifying Mark), ein kleines Arkanum aus Stonetop: das Siegel eines uralten Bogens in Ferriers Fenn, das Wesen der Dunkelheit, des Chaos und des Todes abwehrt.
PAGE	520
H3	Ein bröckelnder Bogen
P	<i>magisch</i>
P	Auf einer der seltenen trockenen Stellen in Ferriers Fenn (Ferrier's Fen), von Fäulnis umlagert, steht ein uralter Bogen, der – unwahrscheinlich genug – noch aufrecht ist. Flechten und Moos wachsen dicht und gesund, doch der Schlussstein bleibt frei, graviert mit einem Siegel, das die Augen tränen lässt und das Böse vertreibt.
P	Du kannst die Geheimnisse des heiligenden Zeichens lernen, aber dazu musst du …
C	… dich in frischem, reinem Wasser läutern.
C	… deinen Geist beruhigen, auf das Siegel blicken und +WIS würfeln: <b>bei 10+</b> wird das Siegel klar; <b>bei 7-9</b> wird das Siegel nach ein paar weiteren Tagen der Betrachtung klar;
P	<b>bei 6-</b> übersteigt das Siegel deine Fähigkeit, es zu lernen.
C	… ein paar Tage damit verbringen, das Siegel auswendig zu lernen und zu üben.
H3	Heiligendes Zeichen
P	Wenn du <b><i>einen Gegenstand mit dem Siegel der</i></b> <b><i>Heiligung zeichnest</i></b>, wehrt er Wesen der Dunkelheit, des Chaos und des Todes ab. Jedes Mal, wenn du das Zeichen setzt, wird ein Teil von dir (Augen, Haar, Haut, Zunge usw.) blasser und schließlich schockierend weiß.
P	Wenn ein <b><i>Wesen der Dunkelheit, des Chaos oder des Todes zum ersten Mal</i></b> <b><i>die Macht deines Zeichens erprobt</i></b>, würfle +INT: <b>bei 10+</b> werden alle solchen Kreaturen ferngehalten, solange dein Zeichen unversehrt bleibt; <b>bei 7-9</b> verspüren solche Kreaturen den Drang zu fliehen und werden vorerst zurückgehalten, doch mächtige Wesenheiten können sich zwingen, ihn zu ignorieren.
