# minor-staff-of-magnetism · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: 8cc5cdae8c1c13fa439033cfa8f8683c699c1b57c54e223b26cca235dfe23f8f
# title: Stab des Magnetismus
# nav_label: Stab des Magnetismus
# description: Stab des Magnetismus (Staff of Magnetism), ein kleines Arkanum aus Stonetop: ein kupferberingter Eichenstab, der sich mit Blitzen auflädt und Eisen und Stahl bewegt.
PAGE	531
H3	Ein kupferberingter Stab
P	◇, <i>magisch</i>
P	Ein kurzer Stab, etwa 1,2 m lang, zur Spitze hin verjüngt, aus geschwärzter Eiche mit einem seltsam metallischen Schimmer. Ein Dutzend Ringe zieren ihn, aus korrodiertem Kupfer, mit Grünspan verkrustet und stellenweise zerbröckelnd. In die Ringe sind Machtrunen geprägt, einige davon abgenutzt oder unkenntlich.
P	Der Stab kribbelt noch immer vor Macht. Um seine Geheimnisse zu entschlüsseln, musst du …
C	… die Form der fehlenden und beschädigten Runen herausfinden.
C	… die Ringe durch neue aus runengeprägtem Ätherium ersetzen.
C	… festhalten, während ein Blitz durch den Stab fährt, und dich auf seine Magie einstimmen (du riskierst schwere Verbrennungen oder zumindest, zurückzuzucken und loszulassen).
C	… ein paar Tage mit dem aufgeladenen Stab üben.
H3	Stab des Magnetismus
P	Ladung: ◇◇◇
P	Wenn <b><i>ein Blitz durch den Stab fährt,</i></b> hält er
P	3 Ladung (höchstens 3).
P	Wenn <b><i>der Stab Ladung hält und du deinen</i></b> <b><i>Willen und deine Sinne durch ihn bündelst</i></b>, kannst du Eisen, Stahl, Kobalt und Nickel auf <i>kurze</i> Entfernung spüren und solche Gegenstände langsam und ungeschickt bewegen. Du kannst nur Gegenstände bewegen, die du mit einer Hand heben könntest.
P	Wenn du <b><i>auf die im</i></b> <b><i>Stab gespeicherte Macht zugreifst</i></b>, wähle 1:
B	Dehne seine Wirkung auf bis zu <i>ferne</i> Entfernung aus
B	Bewege Gegenstände schnell und plötzlich, schnell genug, um anzugreifen oder abzuwehren (<i>gefährlich</i>)
B	Bewege einen Gegenstand von beträchtlicher Masse, so viel, wie du vom Boden heben kannst
P	Jedes Mal, wenn du auf die Macht des Stabs zugreifst, würfle
P	1d6. Würfelst du höher als die aktuelle Ladung des Stabs,
P	verliert er 1 Ladung.
P	48
