# minor-the-silver-branch · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: 88dbdbb19f445be3b72e015b265165d528372dff6428ba4189090648b9be3e18
# title: Der Silberne Zweig
# nav_label: Der Silberne Zweig
# description: Der Silberne Zweig (The Silver Branch), ein kleines Arkanum aus Stonetop: eine Schatzkarte ins Reich der Fae zu einem silbernen Baum, dessen klingender Zweig Glückseligkeit schenkt.
PAGE	538
H3	Eine Schatzkarte
P	<i>zerbrechlich</i>
P	Ein zerfleddertes Stück Pergament. Es zeigt einen Weg, der an einer bestimmten Gruppe stehender Steine beginnt: durch einen Sumpf, einen Fluss hinauf, zu einem Ort hinter einem Wasserfall, dann durch einen Wald aus schwertscharfen Bäumen.
P	Überall sind Glyphen des Waldvolks (Forest Folk) hingekritzelt, doch am Ende: ein silberner Baum, und ein X markiert die Stelle.
P	Um die Geheimnisse der Karte zu entschlüsseln und den Preis an ihrem Ende zu beanspruchen, musst du …
C	… die stehenden Steine finden, die den Anfang des Weges markieren.
C	… der Karte bis zum Wasserfall folgen.
C	… das dahinterliegende Reich der Fae betreten.
C	… den Schwertbaumwald durchqueren.
C	… riskieren, dem einschläfernden Zauber des silbernen Baums zu erliegen.
C	… einen Zweig des silbernen Baums an dich nehmen.
C	… es wieder nach Hause schaffen.
H3	Der Silberne Zweig
P	◇, <i>magisch</i>, <i>schön</i>
C	◇ frisch, ◇ welkend, ◇ kahl Etwa einen Meter lang, beladen mit weißen Blüten und klingenden goldenen Früchten. Überraschend robust, und er bleibt auf unbestimmte Zeit frisch, solange seine Kräfte nicht genutzt werden. Nur ein einziger solcher Zweig kann das Reich der Fae zur selben Zeit verlassen.
P	Wenn du <b><i>den silbernen Zweig klingen lässt</i></b>, werden alle, die ihn hören (<i>Reichweite</i>, <i>Fläche</i>, außer dir), von Glückseligkeit erfüllt und vergessen für ein paar Stunden ihren Kummer. Würfle +CHA:
P	<b>bei 10+</b> wähle 1; <b>bei 7-9</b> wähle 1 und die SL wählt eine weitere; <b>bei 6-</b> alle 3.
B	Der Zweig beginnt zu welken; welkt er schon, wird er kahl und seine Kräfte sind dahin
B	Einige (die SL wählt, wer) bleiben tage- oder wochenlang entrückt und werden in der Zwischenzeit schwach und elend
B	Einige (die SL wählt, wer) sind besessen davon, ihn wieder klingen zu hören
