# minor-little-friend · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: 963540651b9069effa3df1ed142b9cabdf3c50bce714dc67b0e7907f4cfc148a
# title: Kleiner Freund
# nav_label: Kleiner Freund
# description: Kleiner Freund (Little Friend), ein kleines Arkanum aus Stonetop: eine Meditationsrolle, mit der du einen Tulpa erschaffst, einen winzigen Geisterbegleiter, der dir als Gefolgsmann dient.
PAGE	527
H3	Eine wunderschöne Schriftrolle
P	◇, <i>schön</i>, <i>zerbrechlich</i>
P	In einem Behälter aus geschnitztem Elfenbein ruht eine Schriftrolle aus feiner, fast schleierdünner Wolle. Sie ist voller Glyphen und Diagramme, gedruckt in satten roten, schwarzen und gelben Farben. Die Diagramme scheinen eine Art meditative Übung darzustellen, an deren Ende … eine Art Geisterbegleiter steht?
P	Um die Geheimnisse dieser Schriftrolle zu entschlüsseln, musst du …
C	… eine gewisse Begabung für Magie haben.
C	… die Glyphen der Reifherren (Rime Lords) entziffern.
C	… ein paar Monate lang die meditativen Techniken üben, die sie beschreibt.
C	… das winzige Geisterkonstrukt beschreiben und benennen, das du erschaffen willst:
C	… dauerhaft 2 HP opfern, um den Tulpa mit „Leben“ zu erfüllen.
H3	Kleiner Freund
P	Du hast einen Tulpa erschaffen, den du als Gefolgsmann behandelst. Wähle 2 zusätzliche Merkmale, einen Instinkt, 2 zusätzliche Spielzüge und seinen Preis.
ICON	icons/arcana.svg
H3	Tulpa
P	<i>Geist, Konstrukt, winzig, naiv, eifrig</i>
C	<i>wild freundlich schlau scheu eigensinnig</i>
P	<b>HP</b> 8; <b>Rüstung</b> 0
P	<b>Schaden</b> 1d4 (wenn überhaupt)
P	<b>Instinkt</b> zu spielen zu lernen anzugeben
P	• Eine Gestalt aus Staub/Schnee/Dampf manifestieren
P	• Licht erzeugen (<i>Fläche</i>, <i>Reichweite</i>)
P	• Einen ◇-Gegenstand tragen/bewegen
P	• Eine Nachricht überbringen
P	• Jemanden/etwas ausspionieren
P	<b>Preis</b> erwiesener Respekt neue Erfahrungen
C	Trost/Mitgefühl (Loyalität: ◇◇◇ )
P	<b>HP</b>
P	Beginnt bei 8
