# minor-sigil-of-authority · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: 9fb537b74cbb2de4a1e813a21de809cd962a474839fb4f8b02e6d33088e903eb
# title: Siegel der Autorität
# nav_label: Siegel der Autorität
# description: Siegel der Autorität (Sigil of Authority), ein kleines Arkanum aus Stonetop: ein silbriger Siegelring mit einer sich windenden Glyphe, der dir Macht über deine Gefolgsleute und Majestät vor allen verleiht.
PAGE	535
H3	Ein silbriger Siegelring
P	<i>magisch, schön</i>
P	Ein Ring aus weißem Metall, ungetrübt und glänzend, mit einer einzigen Glyphe in der Ringplatte. Das Symbol windet sich unter deinem Blick, als existiere es in mehr Dimensionen, als du wahrnehmen kannst. Der Ring passt dir natürlich perfekt.
P	Um die Geheimnisse des Rings zu entschlüsseln, musst du …
C	… eine Jahreszeit lang den Ring tragen und über die Glyphe nachsinnen.
C	… dich an die Kopfschmerzen und die Übelkeit gewöhnen, die das Tragen des Rings mit sich bringt.
C	… 1 Loyalität deines Gefolgsmanns ausgeben, um den Ring aufzuladen.
C	… versuchen, mit dem Ring einen deiner Gefolgsleute zu beeinflussen, auf die Gefahr hin, seine Macht nie zu meistern und/oder deine Gefolgsleute zu entfremden.
H3	Siegel der Autorität
P	Autorität: ◇◇◇
P	Wenn du <b><i>Die Bindung stärkst</i></b> mit einem Mitglied deiner Gemeinschaft, kannst du dich entscheiden,
P	+1 Autorität (höchstens 3) zu halten, statt dass dein Gefolgsmann +1 Loyalität hält. Wenn du <b><i>den Ring abnimmst</i></b>, verlierst du alle Autorität.
P	Wenn du <b><i>deine(n) Gefolgsmann/Gefolgsleute Überzeugst, während du Autorität hältst</i></b>, hast du Vorteil.
P	Du kannst Autorität 1 zu 1 ausgeben, um:
B	Dich für bis zu ein paar Minuten in Majestät zu hüllen, alle Aufmerksamkeit auf dich zu ziehen, die Willensschwachen einzuschüchtern und mit einer Stimme zu sprechen, die alle hören können (<i>fern</i>, <i>Fläche</i>)
B	Jemandem in deiner Gegenwart deinen Willen aufzuzwingen und zu versuchen, ihn ohne Worte zu Überzeugen
B	Einen deiner Gefolgsleute in der Nähe einen Angriff an deiner Stelle erleiden zu lassen, als hielte er Bereitschaft aus Verteidigen
