# minor-song-of-the-dool-trees · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: 708816237c5629bdb107d82f29d5284d06b3fd28c1fda8c1095e2a8c707e2a80
# title: Lied der Dool-Bäume
# nav_label: Lied der Dool-Bäume
# description: Lied der Dool-Bäume (Song of the Dool Trees), ein kleines Arkanum aus Stonetop: eine verschlüsselte Schriftrolle und eine Knochenflöte, mit denen du einen furchtnährenden Dool-Geist in deinen Dienst rufst.
PAGE	514
H3	Eine Schriftrolle und eine Knochenflöte
P	◇, <i>magisch</i>
P	Eine Schriftrolle in gedrängter Handschrift und scheinbar unsinniger Schrift, mit einer Reihe grafikartiger Diagramme. Dazu gehört eine Flöte aus Knochen (aus einem menschlichen Arm?). Die Aufzeichnungen erweisen sich als Verschlüsselung; die Grafik ist vielleicht die Notation eines Liedes.
P	Du kannst die Geheimnisse von Rolle und Flöte entschlüsseln, aber …
C	… zuerst musst du die Aufzeichnungen entziffern, was ein paar Wochen Mühe kostet.
C	… wenn du die Flöte zum ersten Mal benutzt, riskierst du, die Musik falsch zu spielen und den Dool-Geist zu erzürnen.
H3	Lied der Dool-Bäume
P	Wenn du <b><i>zwischen Dool-Bäumen stehst und auf einer Flöte aus dem Knochen eines Mörders</i></b> <b><i>die richtige Melodie spielst</i></b>, rufst du einen Dool-Geist herbei und bindest ihn in deinen Dienst.
P	Behandle ihn als Gefolgsmann. Es dient dir immer nur ein Dool-Geist zur selben Zeit.
ICON	icons/spirit.svg
H3	Dool-Geist
P	<i>Geist, furchterregend, verstohlen, hinterlistig</i>
P	<b>HP</b> 13; <b>Rüstung</b> 1 (gestaltlos)
P	<b>Schaden</b> sich an Furcht laben d6 (<i>Hand</i>, <i>nah</i>, ignoriert Rüstung, Nachteil)
P	<b>Instinkt</b> es zu weit zu treiben
P	<b>Besondere Eigenschaften</b> machtlos in hellem Licht
P	• Die Zweifel und Sorgen eines Opfers spüren
P	• Klang und Schatten formen, um zu verunsichern und zu ängstigen
P	• Sich als die Ängste seines Opfers manifestieren (nur verwundbar durch jemanden, der seine Furcht meistert)
P	<b>Preis</b> neue, erlesene Ängste (Loyalität ◇◇◇ )
P	<b>HP</b>
