# minor-ffyrnig-tonic · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: 0913f5061658f0fcb9c447c7ba1526ce830d30ab3beb5eff7f042c5afd2bcf85
# title: Ffyrnig-Tonikum
# nav_label: Ffyrnig-Tonikum
# description: Ffyrnig-Tonikum (Ffyrnig Tonic), ein kleines Arkanum aus Stonetop: eine halb vergrabene Holzkugel mit dem Rezept für einen wilden Trank aus Ffyrnigwurzel und Keilergalle.
PAGE	513
H3	Eine riesige Holzkugel
P	<i>unbeweglich</i>
P	Halb vergraben und weitgehend überwuchert, etwa 1,2 m im Durchmesser und mehrere hundert Kilo schwer.
P	Sie ist seltsam gut erhalten und mit kunstvollen Piktogrammen verziert. Eine Handvoll weiterer Kugeln verrottet in der Nähe.
P	Die Piktogramme zeigen eine Art Rezept, das du lernen kannst, aber du musst …
C	… die Kugel zuerst ausgraben und säubern.
C	… wochenlang die Glyphen studieren.
C	… frische Ffyrnigwurzel beschaffen.
C	… die Galle eines Wildschweins beschaffen.
P	Und dann …
C	… riskierst du, das Rezept falsch hinzubekommen, und zwar tödlich falsch.
H3	Ffyrnig-Tonikum
P	Wenn du <b><i>frische Ffyrnigwurzel zwei volle Monde lang in Wildschweingalle einlegst</i></b>, wird daraus ein Schlauch Ffyrnig-Tonikum (3 Anwendungen, <i>magisch</i>).
P	Wenn du <b><i>einen Schluck Ffyrnig-Tonikum nimmst,</i></b> wähle 1:
B	Gewinne HP in Höhe der Hälfte deines Maximums zurück
B	Lösche eine Schwächung
P	Außerdem hast du Vorteil auf deinen nächsten Wurf für eine kühne, körperliche Handlung. Doch bis du eine solche Handlung ausführst, hast du Nachteil auf alle Würfe, die
P	Geduld, Sorgfalt oder Bedacht erfordern.
P	Wenn du <b><i>einen zweiten Schluck Ffyrnig-Tonikum trinkst,</i></b> <b><i>bevor du eine Nacht gut geschlafen hast</i></b>, hat er keine andere Wirkung, als dass dir übel wird (kreuze eine Schwächung an).
P	12
